2014 Dispensing Encoding,2015 Dispensing Encoding,2016 Dispensing Encoding,2017 Dispensing Encoding,2018 Dispensing Encoding,2019 Dispensing Encoding,2020 Dispensing Encoding
-18.875607,-16.831272,-16.340221,-14.013851,-12.424959,-26.268936,-24.794403
78.99861,73.40107,69.346886,60.702606,52.722256,47.02784,45.024803
-51.125687,-48.75414,-48.607716,-45.434586,-41.569454,-24.227757,-24.440819
-13.247073,-13.383399,-10.90268,-9.470499,-10.1974,-2.870255,-1.6883485
53.04085,47.065517,44.467815,39.52509,34.656033,9.363666,8.559176
-4.1446557,-3.548676,-4.0320916,-4.860476,-3.8845887,-4.8598676,-5.0595956
102.83419,94.68239,89.9885,80.40961,72.20483,49.12906,46.942337
56.188236,52.670437,50.96336,46.642826,39.99268,14.970881,15.25615
7.231347,5.953307,5.4674215,4.839822,4.484071,17.879267,17.624893
-0.49695745,2.7014987,0.58979166,0.0605248,-0.641801,-13.422234,-13.126709
-198.47476,-182.92632,-175.2647,-157.14085,-137.67216,-86.69528,-82.36315
16.874424,16.837492,13.804684,12.670273,12.431323,1.6711247,0.8957065
-1.8476447,-2.6653996,-2.0838,-0.16457216,0.13836057,-4.7001824,-2.9920201
-23.962564,-21.832468,-19.55501,-18.338661,-17.737577,-22.561079,-21.398823
39.93203,37.156284,35.348885,30.539963,26.374027,18.917662,19.86287
-87.66566,-82.45318,-77.27849,-68.84646,-60.076973,-33.69235,-31.198927
50.362816,46.61649,46.777393,42.69188,37.263504,22.421282,21.711208
136.41351,124.94121,119.707634,105.83588,92.70448,53.094955,50.501724
205.40373,189.87434,180.64955,162.51534,143.16164,97.16373,90.48673
58.28033,53.96468,48.278034,43.38735,38.451912,18.036013,18.209068
19.025766,17.409779,19.403095,16.441502,14.127562,8.015995,7.2042174
102.98086,94.91312,89.97573,79.2195,68.99198,52.95971,49.602287
7.1549363,4.729578,6.5292454,6.1948113,5.4913116,9.3114,8.820462
-84.12572,-75.867325,-70.36661,-63.058002,-55.205765,-32.908913,-32.00096
92.29282,85.32873,77.74209,69.65876,61.040756,45.505337,44.2416
121.77324,111.89708,106.111465,94.205345,82.72679,54.168087,51.257626
-37.115852,-34.23017,-31.99349,-27.344307,-25.294424,-15.383017,-15.060948
-92.56398,-84.06241,-78.03895,-70.96262,-61.220577,-29.195745,-28.615349
170.71829,156.73322,146.80127,131.67587,114.26392,55.226906,52.83841
-17.69818,-14.428218,-15.810924,-14.397082,-10.48767,-0.85666907,0.29581013
11.421786,11.994235,10.314619,8.456957,6.4250097,11.673587,10.679595
-15.812253,-14.328414,-15.512597,-14.90318,-13.038779,-17.517223,-16.110058
20.676207,19.572718,17.971666,16.73432,14.40925,11.421358,11.107557
2.183326,1.1496729,0.0275262,0.9629548,0.36388904,-17.6972,-16.911722
-82.07394,-76.30207,-70.91407,-63.51437,-56.325863,-22.27093,-21.02607
-63.956852,-58.690178,-55.95874,-50.62618,-45.500835,-21.12184,-20.402046
24.12332,23.958632,24.071026,23.360302,20.14301,17.98743,17.684467
-18.218756,-19.503757,-20.209742,-19.10839,-16.922945,-15.837482,-15.3485565
94.746056,87.25704,82.26012,72.91305,63.149307,36.895603,36.216583
-1.819372,-2.3505938,-0.4261063,-0.46767697,-0.5965603,5.793314,7.0844316
-85.0258,-77.7971,-72.955345,-66.08482,-58.532322,-36.03951,-34.628025
79.36068,71.85971,67.74542,60.54109,53.48269,29.274944,27.955744
117.07087,109.654045,104.573494,92.924034,81.61665,52.070705,49.5964
88.861244,82.62667,77.61173,69.721245,60.483925,40.658367,38.23509
-18.32124,-15.229296,-18.05088,-17.66332,-15.123358,-19.835644,-18.756382
-81.145744,-74.623116,-72.774155,-65.05207,-56.582817,-50.013145,-48.859188
-4.2451057,-3.267544,-1.0882455,-1.3566324,-2.1453822,7.1076517,8.171217
129.37804,120.547775,114.04703,101.7555,89.50863,38.838676,35.861332
-218.34439,-200.73544,-189.4306,-171.55904,-150.39467,-97.6005,-94.50227
65.459564,61.032898,60.768032,56.491047,49.85054,32.64502,29.706907
-49.646408,-44.326324,-41.76084,-35.987446,-32.119133,-23.16109,-22.713188
19.309212,18.116089,16.402111,13.446046,11.401407,-5.8082404,-6.914355
-30.2094,-30.142326,-30.035343,-26.033022,-21.527534,-23.192036,-21.551346
160.71475,145.18889,137.81865,122.410065,108.197105,64.90391,61.959694
-56.55665,-52.545753,-51.632877,-47.013523,-40.902584,-41.363674,-39.06424
-6.773282,-3.2637072,-4.7620993,-2.9963999,-2.267415,6.72243,5.7238646
1.7652998,3.075468,3.960167,2.691164,2.8364477,4.0995793,4.3820944
33.63462,29.739775,29.385689,26.768532,22.992754,1.568511,3.3907375
-97.75096,-91.18233,-86.2214,-76.64944,-65.900536,-40.377396,-38.704746
-64.80389,-60.427914,-57.951912,-50.280865,-42.937893,-23.294458,-22.043266
27.246044,25.660778,24.4568,22.00621,20.08907,1.8327305,0.63795406
-38.71058,-34.432667,-31.754246,-27.673927,-23.824669,-26.130001,-25.64927
-37.351162,-35.736713,-33.23918,-29.286024,-26.19824,-7.677277,-6.655376
78.50198,71.87996,67.76883,59.996197,51.69393,42.817177,41.989773
-22.203934,-20.056053,-18.86831,-15.417961,-13.202433,-3.2317333,-4.550272
-10.4981,-10.323269,-9.586681,-9.111195,-7.827068,-0.2851158,0.4931635
17.614832,15.240802,15.447255,14.044818,12.921645,13.739469,13.38769
5.489153,4.89587,4.5290203,4.1085052,3.4996488,1.7865239,1.767552
-31.607296,-31.699427,-31.947945,-28.952929,-26.371857,-7.4470277,-8.207438
-1.3424402,-0.6088749,0.23141992,-1.1301514,-2.757016,-13.137052,-11.815776
-1.6184773,-2.5907025,-1.9912896,-1.9768624,-1.7118268,7.750648,7.5381293
7.9242215,6.4640994,7.037646,6.368818,3.6011043,1.1605449,0.31409073
116.998024,107.24653,103.60513,93.56626,81.77357,45.68393,43.81753
-40.27289,-36.728252,-36.714615,-32.642204,-30.078798,-10.705102,-10.915447
-10.987428,-10.285098,-10.950088,-10.943895,-9.414337,-14.482725,-13.811223
-88.38214,-82.379,-78.27964,-70.40142,-61.952473,-52.541317,-52.876415
38.459534,35.201775,32.98107,30.119026,26.61321,19.518888,18.549212
-110.45583,-102.31786,-97.231575,-88.6752,-79.078835,-53.42192,-50.461708
-27.298925,-22.789307,-21.464245,-19.801872,-15.989114,0.34453624,-0.31639248
-55.45543,-52.88593,-48.06978,-42.48129,-36.06678,-36.824512,-34.098423
-50.936733,-46.48853,-44.203236,-40.52061,-35.00926,-21.407822,-20.680891
26.783686,25.633165,25.54297,23.195227,20.23459,23.472895,21.911493
-112.103584,-101.55601,-99.03667,-89.114395,-78.1861,-46.162544,-43.941822
-6.5229025,-4.9121566,-4.8195176,-4.9402823,-7.627274,-20.225786,-19.961815
43.143562,41.80308,41.49035,38.8885,36.04002,31.766506,31.234226
-117.43831,-109.218796,-104.50585,-93.928185,-82.462006,-45.05913,-43.543045
3.5823407,3.6208882,3.2799888,3.700097,3.0268526,10.710154,8.933853
102.25098,94.29438,91.55638,80.86597,69.72954,33.554222,32.1693
-121.274666,-111.10196,-107.32709,-97.046585,-85.38013,-58.140507,-55.892635
-56.513096,-52.68408,-49.026432,-45.204525,-39.834217,-30.70187,-27.902412
18.316185,16.138662,17.608238,15.281774,14.109361,8.951471,8.878447
-8.368109,-8.080732,-9.265093,-8.345343,-7.379303,5.736603,5.1979976
6.7207203,5.0731483,3.347825,2.2359743,0.66935843,2.3576722,3.5029025
46.96834,45.246338,42.016773,37.555,30.955446,16.49752,15.256399
90.683205,82.909096,80.85451,71.88366,64.772766,34.22152,32.11041
138.09874,126.22902,119.987404,107.67286,94.3862,55.695477,53.8308
-29.56672,-27.385517,-25.922668,-23.77153,-22.235775,-12.98476,-13.528683
-172.2846,-158.9658,-150.83606,-134.37949,-118.826096,-65.25776,-63.60372
-21.305906,-19.25799,-16.505419,-12.890886,-10.454102,-3.0048335,-3.865578
98.36621,90.80943,87.39465,78.816696,68.43924,56.416344,54.216133
36.931057,35.747562,36.073925,32.45924,28.271109,22.537186,21.12084
-27.782644,-25.610973,-24.550707,-22.774483,-22.603483,-29.730793,-28.765158
149.74821,136.3439,128.70233,114.77995,100.99899,72.01011,69.80574
36.631298,34.689716,35.268955,30.891851,27.2991,19.889318,17.95877
107.10437,98.06466,95.43585,84.997795,72.80654,41.131905,39.268112
-59.35181,-55.002323,-51.402912,-47.1621,-42.73328,-22.907694,-22.766413
-36.874554,-34.630566,-31.074194,-27.663828,-24.822199,-14.584847,-14.159467
41.07968,38.39005,37.60194,33.75111,29.641336,11.465765,10.250866
-2.2696347,-0.4440141,1.952806,3.0627894,3.4081378,2.9675746,0.840115
6.416966,5.634769,3.4921424,2.9018695,2.236324,-9.486076,-10.179928
-40.07112,-38.276913,-37.17984,-34.032906,-30.10834,-21.356436,-19.755484
-41.408314,-37.298058,-36.143486,-32.62497,-26.096682,-17.298332,-17.654037
81.04908,73.5045,68.46479,61.78792,53.224113,20.159517,17.850498
66.62564,60.131863,56.04884,51.336613,44.407017,30.098553,30.505857
6.15445,6.3973165,8.713724,8.047452,7.1339536,15.898666,14.586596
2.7956438,2.1366892,1.1199064,1.42239,2.2029371,28.461979,26.070992
33.920067,30.728077,28.601116,24.615967,21.352203,14.074892,13.101101
-12.561106,-10.8333845,-10.364792,-8.639258,-7.176467,5.3902197,5.6627846
-49.067844,-45.10319,-45.25767,-41.22027,-35.574314,-13.733769,-12.935867
-91.90936,-85.04173,-79.674835,-72.78129,-64.06408,-30.764744,-27.619415
92.394035,84.53851,84.2341,76.280594,66.38133,34.716564,33.910103
295.47952,271.77277,261.19058,234.24611,206.65288,122.54574,117.85549
-97.51862,-90.15708,-85.92095,-76.27847,-66.490715,-48.061054,-44.640465
14.366628,14.660882,12.782126,11.209275,11.241199,6.8376584,6.6703715
11.367731,9.959623,9.382997,10.827101,9.282555,-11.08307,-10.698553
-68.03092,-63.40024,-61.146942,-54.922398,-47.556442,-34.463818,-31.674328
64.60048,58.593296,57.00262,52.067234,45.067337,37.05123,35.358284
1.6274029,3.0156372,3.0815132,4.603252,3.9923398,16.724333,14.0049925
14.789631,12.2430105,8.3858,5.8848143,5.5908833,5.8052855,4.846944
19.072306,19.83473,19.499617,18.92341,17.480263,24.651272,22.78572
-19.348024,-17.097694,-18.46718,-18.274117,-16.39881,-20.633257,-19.493824
13.734906,13.131965,14.610276,12.558784,9.654656,18.16204,17.430847
-113.560905,-104.286446,-99.10935,-88.01246,-75.56992,-44.09419,-43.15124
-65.21195,-57.8682,-56.674072,-50.38226,-45.277523,-37.588135,-35.568172
-36.673286,-34.597992,-32.597115,-30.382603,-26.685215,-11.276199,-10.840441
-22.731964,-23.40522,-22.688612,-21.450481,-20.522589,-28.072563,-25.182545
213.06224,199.01259,188.03615,168.23164,146.51015,81.80654,78.26757
161.80913,151.48146,145.28865,130.9901,115.35843,76.18823,72.29617
-20.724403,-18.429085,-17.218876,-15.133339,-12.298889,-2.2257404,-1.4918194
-81.2144,-73.73082,-70.861664,-64.39976,-57.095562,-31.349829,-29.172972
-6.1282744,-7.0907235,-6.707989,-5.797523,-5.301574,17.661095,15.104579
-62.987022,-59.295315,-61.05854,-55.128845,-48.871635,-17.18231,-15.727552
74.39617,70.13243,65.48247,59.98618,54.398415,31.198458,29.989809
-9.002675,-7.776487,-8.459809,-7.076587,-7.795072,-10.843091,-11.1861925
14.5803795,15.89346,14.586829,13.911247,13.582043,17.439505,15.576796
-209.70795,-193.44714,-185.19254,-167.4429,-147.21231,-83.01677,-79.096985
0.931643,-0.6134372,-2.1707573,-1.6651616,-1.5776925,-11.854828,-9.844984
-81.30342,-74.70485,-72.30101,-65.40638,-58.285656,-26.566381,-26.32182
117.96951,110.53722,104.61755,92.982185,81.48377,58.51289,55.823315
7.2012057,6.6253924,5.413259,5.3893466,4.458524,8.775146,8.291216
-117.49375,-110.457306,-103.77178,-93.048,-82.607475,-47.641476,-45.563423
39.611053,37.717617,36.065456,32.751537,27.965105,23.264294,22.830196
57.225334,52.038452,47.266224,42.272865,37.659527,11.861169,11.04605
-39.885372,-36.21859,-35.983643,-32.019012,-29.690405,-26.444113,-24.915833
18.350163,16.623787,16.354916,12.839629,11.232457,-8.037101,-7.6170073
47.731842,44.12319,42.304523,38.378178,32.584927,26.267675,24.486126
-13.041089,-11.664732,-10.638118,-7.8372746,-8.467204,6.1524887,5.1331987
-40.528618,-37.92528,-36.347027,-31.901827,-28.413097,-33.592754,-31.05401
14.870931,14.813726,12.380234,11.0255995,9.082632,9.67179,9.491819
-178.94218,-164.5226,-155.37994,-138.9793,-120.75034,-59.473885,-56.82019
-4.767095,-6.804292,-2.9956126,-0.6191401,-0.67862743,3.4383693,3.6661096
186.87599,172.23573,163.78154,146.67587,129.42987,81.2207,77.5973
-55.39183,-51.81656,-50.1884,-44.78409,-39.577106,-24.71733,-24.509174
10.935376,9.816365,10.144123,7.7847285,5.6693635,0.19944279,0.7610983
12.553551,11.919001,14.539523,13.982843,11.957394,-1.0717931,-0.5694412
0.6779852,0.11970045,0.38021377,-1.131608,-1.6288061,-7.094268,-5.58949
-32.276585,-30.919806,-27.628004,-24.144617,-19.405293,-5.5537286,-5.1848626
31.031178,28.48271,24.067705,22.069345,20.56993,13.007576,12.331263
-46.54064,-43.96001,-38.921215,-34.61585,-29.706646,-14.136861,-14.621608
-223.14015,-207.8725,-198.6373,-177.3017,-154.83537,-96.920456,-91.794586
-60.962845,-56.6502,-53.52709,-47.45083,-40.908257,-27.187737,-25.612648
2.1470857,1.9004025,2.1736035,2.4478478,2.2116723,6.0009704,7.2324815
-12.557276,-13.212735,-10.872939,-8.069661,-7.0895977,5.774875,6.803646
117.974686,110.06343,104.29573,92.43083,80.479576,54.963657,51.56406
3.8828108,3.9523041,5.1172447,5.7119865,6.2004433,16.723238,16.731674
35.24696,32.665108,28.647293,24.437777,22.02615,28.346338,25.688118
-12.461451,-10.720188,-7.513244,-6.792173,-4.934138,-3.1769588,-3.054012
54.941326,50.568665,50.564438,45.345234,40.73443,16.083055,16.451017
-7.3701043,-8.764501,-9.059152,-8.702458,-8.38391,-0.09823045,-0.7117578
7.534766,4.2820654,5.118331,4.1582117,1.7982781,-7.425373,-7.9819956
-140.39682,-131.09903,-123.87373,-111.1201,-97.866295,-58.115685,-53.984924
185.41289,173.99574,164.50697,147.83867,130.2289,92.11201,87.08024
26.736273,24.305178,24.745604,21.8187,19.75552,30.237394,28.900408
-17.624283,-16.889,-15.179374,-11.969035,-9.650105,-2.48703,-2.5163798
57.316315,51.430954,50.907036,46.476723,41.750996,23.768646,23.419594
55.408436,51.9707,49.945763,46.779446,41.11317,33.037743,31.633316
104.205864,97.04649,94.99061,87.50573,78.60879,58.429405,55.26173
-5.992111,-5.1418266,-6.8694725,-6.0835457,-3.5749016,-7.29432,-6.8524237
28.350998,25.19762,24.705494,21.368992,18.723286,3.542549,4.4145746
-27.232794,-25.0648,-23.715569,-20.698454,-18.27018,-7.094364,-6.4822426
-20.253988,-18.169561,-15.516099,-13.235902,-11.740995,-5.7993107,-6.1632504
-94.5845,-87.51161,-85.401886,-76.30195,-67.50027,-46.42698,-45.05125
-150.05452,-138.5773,-133.57661,-120.91971,-107.35765,-70.34562,-66.911446
25.52067,21.615814,18.268473,16.742117,15.033607,-4.002214,-3.071815
2.9017184,2.918988,3.604109,4.19905,4.5273347,26.883532,25.359428
123.77313,113.68924,107.562454,96.65602,85.9839,51.475525,50.043007
21.10335,18.191238,15.201089,12.9839,11.184855,0.53800523,-1.0642451
-57.625603,-55.305202,-54.46222,-47.389587,-40.739292,-19.765905,-18.370485
187.05945,170.55241,162.25793,144.4954,127.19503,79.21037,73.61079
39.540142,37.104523,35.156372,33.011475,30.841751,23.059439,21.167665
68.53678,61.930656,58.70752,52.846443,45.399956,22.612616,21.821484
6.1972475,5.3995667,2.6741126,2.4772508,2.561437,-19.217772,-18.679638
76.55816,69.63799,64.49811,57.926605,51.575203,28.91094,27.23366
-131.48712,-123.56388,-117.97303,-106.83216,-94.46766,-72.52548,-69.80226
-87.43933,-80.53542,-80.09589,-71.63199,-62.475636,-51.047108,-49.082516
66.273506,61.886944,58.4136,51.902027,44.761158,26.147953,24.574848
155.296,144.54341,138.04189,123.26124,107.33971,62.083733,60.506798
-3.7331822,-3.0797675,-2.5022748,-1.2121356,-2.4862225,2.1363304,1.0791786
60.014866,55.274242,53.45021,48.98751,43.85384,25.114885,23.65864
15.813923,15.53627,14.722866,13.72286,12.102465,1.9516112,0.97154677
-26.006495,-24.791653,-23.303816,-20.369722,-17.389563,-11.321615,-10.9111595
41.380062,38.52094,34.841354,31.3112,25.362667,10.354618,10.3614235
190.51877,175.23708,169.38588,151.37851,133.28433,79.31805,76.46707
-0.3265545,-0.84355474,2.1943328,2.6461933,3.0899265,20.729956,22.23576
2.026935,2.0284343,0.5269504,0.5698162,0.19360116,-3.1212382,-2.3030353
0.47886768,0.27942386,-1.2316273,-0.3228558,1.0030032,6.5907583,6.1824455
-192.31886,-177.89783,-170.15239,-153.52632,-135.79991,-87.116844,-84.707695
-137.74106,-125.763985,-121.15637,-109.1352,-95.39207,-50.7146,-47.954254
-82.96337,-77.99075,-71.428856,-64.15507,-56.141193,-14.874838,-14.951247
51.023148,49.4966,47.788113,42.80793,37.12179,18.254631,14.886479
51.630512,46.14497,42.58059,38.06841,33.656982,25.113476,22.919039
-2.1507967,-2.1352174,-2.0901735,-1.0747964,-1.1210783,15.49367,14.008202
41.928722,38.12264,34.803955,30.010958,26.04261,-1.3188306,-2.027935
-53.779842,-51.505665,-50.737858,-46.274944,-42.548138,-36.25028,-33.376648
4.484944,4.2867217,5.4424872,5.8882995,6.3756094,17.996952,17.177177
-39.43997,-36.203056,-34.267277,-31.654842,-27.957712,-28.39523,-26.219822
123.45982,112.95332,108.95861,97.17021,85.88335,59.464714,55.737152
10.127701,11.002228,11.020508,8.280222,7.422196,-10.121424,-9.326349
-51.37207,-46.784737,-45.68912,-40.40015,-34.09746,-15.043992,-14.478513
-42.24856,-38.135166,-35.806698,-31.422213,-26.071089,-15.547824,-14.935339
-24.928856,-23.904522,-20.59316,-18.987106,-17.175861,-7.242746,-7.3617234
118.97125,108.658646,105.64619,95.10098,83.67892,49.94271,48.473618
-9.938976,-10.651653,-11.968647,-10.690955,-8.105581,-16.640144,-16.813625
-39.639294,-37.85507,-38.335148,-34.28108,-31.418196,-22.542643,-21.711288
-214.83125,-198.62918,-190.02943,-171.38391,-151.63072,-106.64831,-100.50172
47.245716,42.804657,41.275833,39.108265,34.823566,15.737332,13.882182
113.98258,103.76284,99.738106,88.6707,79.37464,45.913902,42.304115
2.6089752,3.055226,3.2970836,3.3583724,3.850726,2.1908348,2.3717449
-2.0977776,-2.5485604,-3.0967085,-1.8806069,-2.8094342,-8.020331,-7.210777
150.8695,139.20845,133.43192,119.366974,106.114044,65.98199,61.107727
-114.35479,-105.20869,-100.17735,-89.61342,-78.6276,-32.157124,-30.899712
38.31025,35.395382,33.267696,31.957054,29.020336,31.874468,31.271006
-39.365124,-37.572216,-37.26534,-33.281685,-28.910334,-30.282084,-28.946938
19.656372,17.332956,15.382833,13.691742,12.218158,3.718639,4.2479525
-35.935787,-32.63059,-30.115486,-27.436861,-22.498093,-20.660294,-19.425314
-45.883553,-42.380074,-43.870026,-41.306602,-36.125526,-28.831175,-26.816143
-74.11798,-67.12345,-63.88028,-58.894543,-50.993084,-36.584328,-35.61571
27.878138,26.943663,27.639963,25.456652,22.289968,-0.88943446,-1.6074196
-2.1363697,-2.0355196,-1.3140678,-1.0761557,-1.7222033,-5.032523,-4.4217052
-9.732705,-9.183168,-10.844376,-10.404212,-10.894547,-13.098028,-12.486744
-3.8841708,-3.1422808,-5.1292667,-5.5588436,-5.1088924,2.4020216,1.1095072
-6.6146474,-5.857613,-4.933781,-2.464907,-4.2013783,-14.671679,-13.49571
45.543396,42.356236,42.259457,37.551655,35.17181,25.649714,24.858793
-62.692825,-57.5806,-55.023872,-50.620617,-43.980606,-30.680285,-30.380556
-64.36769,-61.585247,-58.410954,-52.460373,-46.75549,-22.84684,-22.931488
104.04061,95.65658,93.12947,83.86643,73.96839,63.539745,60.816433
-12.86475,-12.449884,-10.543667,-10.229972,-9.59523,1.947552,0.10653895
3.2449052,1.5170877,0.82370156,-0.26752692,-0.958895,-1.2586062,-0.6693652
100.253746,91.90545,86.08509,77.98852,66.40827,43.250095,40.195152
69.05451,66.016594,62.112194,55.927197,48.869984,37.56939,35.256294
112.383224,104.091484,100.838875,90.10155,79.88613,50.58902,47.44949
80.213356,74.18892,71.94305,66.51256,60.00738,46.502476,44.950077
176.34941,163.86577,157.25285,140.95784,124.22099,70.5281,66.50371
-87.14748,-81.078384,-75.316925,-67.84561,-60.34483,-35.65996,-32.465065
8.131057,8.518571,5.3706055,5.14213,4.117112,-4.3798575,-2.6284401
26.412453,24.7831,20.898329,17.625257,15.723252,6.229672,6.2517395
27.005798,24.237488,23.345224,21.324482,19.05017,14.807994,13.0402775
47.195168,43.333305,40.349045,36.80519,34.461357,36.832764,33.9112
-7.193245,-7.193451,-4.277153,-2.9793818,-1.5088398,-0.14701767,-0.63219565
57.328106,50.369225,49.063625,44.067684,37.552757,31.53446,28.655344
19.92568,17.550114,15.887047,12.7635975,10.071545,-4.860979,-4.7233458
63.227177,59.179108,56.720547,50.21847,42.432903,20.238655,19.341875
-26.883251,-23.491402,-23.031422,-21.028288,-18.666903,-8.781087,-7.9828405
-112.246704,-103.53172,-98.41011,-88.38495,-79.410225,-52.84654,-50.574875
-43.31724,-40.355396,-39.8959,-36.804276,-33.7843,-23.73204,-22.060736
-60.517963,-54.77512,-51.773403,-45.83521,-39.486874,-28.377367,-26.810509
-9.34532,-9.646091,-11.530634,-10.98913,-9.605716,2.1309552,2.8741117
-77.104485,-72.14487,-70.72131,-63.401752,-56.315777,-31.849382,-30.57863
-112.69145,-104.65611,-98.30339,-87.74728,-76.81033,-41.274563,-40.694584
-21.163765,-19.749187,-19.592672,-17.95241,-15.254148,-13.904014,-14.587602
1.4258586,0.7165061,3.1672518,3.6596334,3.865401,8.389106,8.102438
37.6442,33.780426,33.88345,29.917318,25.583357,6.0938544,5.8238316
-32.555096,-31.601469,-31.56878,-28.026398,-23.43014,-28.321371,-26.98885
-136.05844,-124.393005,-118.8476,-107.47852,-93.89255,-63.771854,-59.18346
56.004566,50.419224,49.163353,43.574436,37.483345,27.348162,26.427275
-126.510445,-117.11373,-110.10017,-98.76766,-86.10323,-43.720867,-40.983246
25.766354,20.674364,19.809708,18.763815,15.60532,18.341011,17.240717
-112.20606,-104.42442,-98.15418,-88.48952,-77.6736,-48.026554,-45.7925
19.244282,20.332794,20.049292,20.158062,18.855911,-3.6823819,-2.875963
65.70457,60.95337,59.407738,54.449528,48.842945,39.96784,37.76779
17.199377,16.178873,14.506987,14.023584,11.498163,8.682472,8.717856
145.7116,135.32155,129.36449,115.41869,101.0993,56.877186,53.829323
15.475393,13.88381,14.138382,11.954618,10.2322645,-3.0015142,-3.1254985
34.93561,31.157116,29.023449,25.797125,21.746923,20.179094,21.356144
60.466614,56.923157,54.639233,50.14512,43.992344,29.140137,28.93671
-19.192327,-18.930973,-18.83063,-17.742579,-15.664338,-8.279654,-7.451222
-32.067593,-30.554836,-29.329458,-25.20282,-21.31805,-25.709455,-23.25704
8.81716,7.2824135,7.58251,8.779356,8.710162,-0.6207094,1.3827295
-115.21883,-106.77011,-103.43728,-92.033905,-79.46471,-58.937492,-58.195335
16.546705,17.105452,14.867576,12.82278,9.716941,8.346946,7.6378484
-3.5567515,-4.19368,-4.097267,-3.5848553,-2.3831904,1.3228921,0.9561414
-33.53654,-32.01207,-31.943893,-30.272503,-27.283821,-31.533373,-29.99408
46.802937,42.924694,41.120872,38.03657,35.35423,28.918118,26.936396
15.843062,15.220532,14.978923,13.485488,10.041802,-3.711755,-3.7240078
-55.792625,-50.92739,-50.968395,-45.893433,-39.377846,-15.741125,-14.801512
127.09459,116.24095,111.522064,101.421364,89.198555,53.677414,52.103542
-90.274605,-82.73534,-75.718315,-68.12227,-59.877647,-29.629354,-29.333471
3.6352036,2.3858206,2.5463192,2.8258011,2.7310603,1.6018687,1.2611104
-57.877087,-53.754,-52.020504,-47.94448,-43.760014,-35.053703,-35.118015
16.466824,15.009564,13.614995,12.05483,10.194762,4.554354,5.1239686
57.729694,51.531193,49.29572,44.04053,36.91625,25.323492,23.113482
105.15625,97.89288,92.8247,83.811295,72.12514,45.5903,42.492287
22.150908,19.168526,17.345543,15.034754,12.965682,5.3987813,5.696321
-10.20948,-9.640793,-10.160528,-8.570551,-7.091921,-10.66286,-10.481884
-18.480234,-16.404182,-15.691297,-13.898156,-11.192224,-13.905776,-13.4708395
-78.573586,-71.032616,-65.84718,-58.70237,-51.707954,-39.29411,-37.01025
14.68283,13.903007,13.663562,12.294685,11.150302,17.943428,17.832191
41.40331,37.724586,35.80859,31.348911,26.44537,9.761332,8.845501
-133.80078,-123.73737,-117.1554,-105.57424,-93.61846,-54.91321,-51.408764
-121.05959,-111.362144,-105.65801,-95.18923,-83.923645,-47.9278,-44.682755
-101.58752,-95.63493,-89.27249,-79.277374,-70.8273,-55.018703,-52.194714
100.202225,92.424484,86.955635,78.831726,70.55138,48.4937,46.32122
168.58125,155.03152,151.351,137.3519,119.85831,77.832214,74.06924
-26.903458,-24.593203,-22.80867,-20.548935,-18.881298,-25.990593,-23.665747
-7.0760827,-5.4900746,-3.6237872,-4.4296074,-4.7293386,-3.9050279,-3.039892
-39.253155,-37.231476,-35.52184,-32.62941,-27.199383,-14.4893265,-14.531506
25.235277,24.75056,26.018536,23.09147,21.054646,26.329493,23.931448
103.39053,96.51596,91.277885,81.151344,70.52743,41.93876,40.496593
-43.543762,-38.91089,-36.06843,-33.87512,-30.51548,-15.0292225,-14.560563
53.86147,50.189404,49.489315,44.51585,39.03483,30.48364,30.069687
39.09409,36.350452,36.2004,33.970142,29.18954,21.947823,21.311451
-93.71171,-85.79723,-81.05463,-72.93509,-63.68103,-47.190193,-44.787647
-6.924964,-6.5219603,-4.3214216,-1.9318093,-0.9918603,-8.07094,-8.098322
-39.502308,-37.02666,-35.02598,-31.155504,-27.69997,-23.89944,-22.00412
