2014 SVI Aged 65 or Older Encoding,2015 SVI Aged 65 or Older Encoding,2016 SVI Aged 65 or Older Encoding,2017 SVI Aged 65 or Older Encoding,2018 SVI Aged 65 or Older Encoding,2019 SVI Aged 65 or Older Encoding,2020 SVI Aged 65 or Older Encoding
63.342426,62.827293,62.313232,62.384144,62.455368,62.50001,62.543983
-95.52319,-95.53819,-95.5529,-95.48514,-95.41943,-95.7744,-96.13031
23.16348,22.6077,22.053297,22.974361,23.893915,23.798445,23.702873
-26.729605,-26.733397,-26.736998,-27.049025,-27.362043,-27.59791,-27.83302
2.0542715,1.939052,1.8236734,1.7005657,1.5751852,1.5462154,1.5172366
14.772932,14.8390465,14.9045315,15.682062,16.458845,16.617643,16.778603
-32.970345,-32.792686,-32.613724,-33.079315,-33.545067,-33.176735,-32.808243
-54.02965,-53.966953,-53.90432,-54.42319,-54.94268,-55.10069,-55.257004
83.280716,83.56087,83.83979,83.949646,84.059586,83.916626,83.77388
66.8566,67.207344,67.55752,68.014404,68.47011,68.5269,68.581856
-27.74751,-27.946127,-28.146105,-28.573689,-28.999805,-28.818594,-28.637856
-4.8833103,-4.673357,-4.464594,-4.645878,-4.8256874,-5.2813263,-5.7381306
69.41978,69.8972,70.37483,70.70385,71.03391,70.05914,69.08321
-1.3474401,-0.9459766,-0.5446433,-0.42812288,-0.3109449,0.3003279,0.910606
-37.76868,-37.50186,-37.23526,-37.161297,-37.086956,-36.20339,-35.320827
104.22077,104.316154,104.41276,104.00306,103.59552,103.391426,103.18697
-82.74604,-83.144455,-83.5427,-83.52808,-83.513664,-82.99828,-82.4815
61.75014,62.270805,62.791058,62.374596,61.95813,61.847652,61.737923
-18.691801,-18.767328,-18.843744,-19.066988,-19.28936,-18.830301,-18.372091
-50.23172,-50.43524,-50.638794,-49.978107,-49.31948,-49.041046,-48.76457
-83.486305,-83.43223,-83.37846,-82.39107,-81.405525,-80.96779,-80.52988
-32.8291,-32.456127,-32.08284,-32.36745,-32.65384,-32.768826,-32.88291
-28.572744,-28.140657,-27.708864,-27.92333,-28.138666,-27.69477,-27.24864
-3.9877553,-3.9775233,-3.9681325,-4.4938807,-5.0194592,-4.9664884,-4.9146504
-48.069546,-47.936718,-47.804306,-48.144474,-48.487064,-48.596798,-48.705853
33.282932,32.954662,32.626644,32.422142,32.217304,31.948423,31.679361
66.13304,66.44847,66.76473,67.10156,67.438286,67.13139,66.82265
35.82674,36.415974,37.0064,37.28685,37.56655,38.144905,38.72274
-4.922104,-5.13279,-5.3434787,-4.9715366,-4.6000504,-4.5485578,-4.4967575
-54.210026,-54.58342,-54.955025,-54.88731,-54.821377,-55.59784,-56.374912
-21.444258,-22.007032,-22.57122,-22.352697,-22.134584,-22.40766,-22.681047
-13.923116,-14.233079,-14.543009,-13.9898205,-13.436005,-13.451662,-13.466814
-63.111458,-63.485435,-63.859314,-63.379158,-62.899544,-62.445953,-61.991566
-2.1051464,-1.4184667,-0.7310472,0.5454492,1.8221987,1.9302739,2.0370526
41.931072,42.356552,42.78219,42.90541,43.027752,43.057804,43.08861
41.14719,41.152206,41.15807,40.429615,39.700916,39.391132,39.082836
-114.73013,-114.179665,-113.62786,-113.10682,-112.58756,-112.38354,-112.18046
-85.82098,-86.137054,-86.4538,-85.78003,-85.10634,-84.9204,-84.73474
-10.731765,-10.584181,-10.435714,-9.856102,-9.27563,-9.197907,-9.120238
79.51357,79.64816,79.78281,79.40502,79.028244,78.73036,78.43384
48.51347,48.75699,48.99934,48.434734,47.87076,47.580166,47.291656
16.614471,16.647755,16.682308,16.536743,16.39184,15.800299,15.208192
-1.3759763,-1.0537746,-0.73190093,-0.39581943,-0.059798956,-0.12748313,-0.19691634
-52.611015,-52.740948,-52.870716,-52.399265,-51.929043,-50.937782,-49.94765
-55.256577,-55.686417,-56.115196,-56.438652,-56.76277,-57.219307,-57.67572
-5.720698,-6.512488,-7.3038316,-6.995604,-6.6877418,-6.3741183,-6.05934
49.288536,49.35856,49.42766,49.70734,49.987125,49.985676,49.982864
-30.137423,-29.593847,-29.048862,-29.254946,-29.461748,-29.74116,-30.021317
-0.5233158,-0.8438524,-1.1638349,-0.3734726,0.4170967,0.74175036,1.0670115
-10.002835,-10.025634,-10.047911,-10.314235,-10.581199,-10.342819,-10.104269
-22.80759,-22.61667,-22.426174,-22.083195,-21.740208,-21.046253,-20.35249
16.755816,16.85741,16.957417,16.86249,16.769552,17.283867,17.797344
57.04072,56.817238,56.593174,56.87005,57.147964,56.89169,56.637585
-14.853526,-14.901282,-14.948353,-15.1953,-15.442745,-15.3685255,-15.294588
-26.188646,-26.195786,-26.204187,-26.093693,-25.98368,-25.598148,-25.211748
41.56368,41.723972,41.88613,41.083885,40.2833,40.486023,40.690014
62.906578,62.86869,62.83129,63.77206,64.71291,64.22987,63.746952
-54.073826,-54.04298,-54.012093,-53.99222,-53.973804,-53.560757,-53.147385
-19.146238,-18.933142,-18.718176,-18.612452,-18.508451,-18.305386,-18.10395
-43.61597,-43.544334,-43.47387,-43.15084,-42.82824,-42.903202,-42.97819
5.260426,5.116532,4.9726567,4.624946,4.27513,4.201033,4.127928
8.827013,9.017887,9.208977,9.208351,9.208563,8.949333,8.689611
15.94024,15.827342,15.714225,16.073795,16.434826,16.809814,17.184193
-8.992808,-8.776708,-8.559846,-8.652688,-8.74513,-8.865926,-8.986112
46.984455,46.932205,46.880013,46.72001,46.560886,46.79287,47.025463
-18.664337,-18.826693,-18.98967,-19.096941,-19.203136,-19.255463,-19.306637
-56.43618,-56.87312,-57.310455,-57.485035,-57.66086,-57.158737,-56.655293
12.891103,12.645658,12.401293,12.495909,12.591245,12.709186,12.827288
17.142597,17.378942,17.615227,17.826326,18.038368,18.289482,18.539928
3.2591763,3.4806852,3.7026205,2.2913904,0.8800115,1.0416594,1.2031956
56.401497,56.378014,56.355034,56.22818,56.100792,56.24778,56.395332
-7.6339397,-7.4141665,-7.1927686,-6.9236403,-6.65461,-6.978945,-7.3032966
-89.57686,-89.482506,-89.38696,-89.42854,-89.4713,-89.326866,-89.18309
-10.706279,-10.6094,-10.512523,-10.186564,-9.860305,-9.769031,-9.679056
-57.922916,-58.141933,-58.360615,-58.4536,-58.5464,-58.48485,-58.424328
7.8501654,8.138319,8.424801,9.124741,9.823899,9.809805,9.795982
-68.800514,-68.606834,-68.41389,-68.22944,-68.04514,-68.05516,-68.065
5.325599,5.5172477,5.708221,5.4977927,5.286752,5.7395663,6.1921506
64.400856,63.588493,62.77473,63.088326,63.40411,62.97986,62.552807
35.928783,36.155476,36.384045,36.575836,36.769073,36.863396,36.95734
-39.213436,-38.98069,-38.747013,-38.5632,-38.379875,-38.006268,-37.63376
71.54296,71.245964,70.94738,70.86205,70.77697,70.213585,69.650185
11.577532,11.427591,11.277735,11.625196,11.971945,11.533947,11.095331
-98.530716,-98.376076,-98.22286,-98.56902,-98.91574,-98.879456,-98.84423
10.516093,10.611651,10.707927,10.866828,11.025035,11.253501,11.48035
-41.59106,-42.020847,-42.45012,-43.224415,-44.001957,-43.941036,-43.879536
-27.466852,-27.380873,-27.295938,-27.384764,-27.47434,-27.156542,-26.839128
-11.838525,-12.068145,-12.29861,-12.445201,-12.591551,-12.478301,-12.365125
-46.070953,-45.605858,-45.139217,-44.99666,-44.854088,-44.93366,-45.013905
-49.96843,-49.744938,-49.520134,-49.617374,-49.71418,-49.93337,-50.151886
68.247345,68.21219,68.17619,68.08437,67.99275,68.24344,68.49564
-49.737835,-49.26296,-48.78774,-48.043476,-47.298973,-47.294537,-47.288654
33.941475,33.813263,33.684002,33.618053,33.552795,32.90974,32.266586
-44.363373,-44.52974,-44.696518,-44.999405,-45.30252,-45.166344,-45.032555
11.19381,10.683384,10.174134,10.499201,10.823496,11.129455,11.435267
3.81124,3.973046,4.1347737,3.2512643,2.3664663,1.6747606,0.9835469
-11.634697,-11.666592,-11.698316,-11.608919,-11.520911,-11.493622,-11.46471
-17.871923,-18.404266,-18.93689,-19.277557,-19.618452,-19.98993,-20.362635
-46.620003,-46.339485,-46.058487,-45.59194,-45.1257,-44.8442,-44.56383
20.542835,20.290695,20.037981,19.47643,18.91346,18.834587,18.755175
48.251846,47.69875,47.14458,47.07947,47.01441,46.95258,46.890217
62.449604,62.907658,63.3657,63.429745,63.49522,63.28401,63.073803
10.699006,10.145552,9.591365,9.5454035,9.499873,9.997096,10.49581
39.26927,39.37539,39.48118,39.257866,39.035835,38.980553,38.926273
-22.583757,-22.239508,-21.894272,-22.065706,-22.236917,-22.380243,-22.524141
-25.083536,-25.09012,-25.096819,-24.538317,-23.980785,-23.476284,-22.970419
1.1763867,1.4390601,1.7016267,1.228917,0.75494,0.3401927,-0.07366285
-29.591064,-29.58508,-29.57999,-29.575686,-29.572111,-29.349617,-29.126165
3.0741682,3.2217617,3.3695626,4.01378,4.659299,4.4655943,4.270334
-23.657766,-23.979929,-24.301126,-24.77049,-25.240625,-25.737112,-26.234415
-19.951864,-20.209671,-20.46916,-21.3401,-22.211954,-22.845482,-23.479406
-4.2432823,-3.8463802,-3.4513903,-2.933339,-2.4155312,-2.2633104,-2.111659
71.488144,72.23112,72.97331,73.00749,73.04254,73.68545,74.32737
105.22052,105.30598,105.391846,105.817604,106.24485,106.72252,107.19942
6.3556886,6.5337462,6.7128997,6.42612,6.1386476,5.6863256,5.23377
-19.357956,-19.026892,-18.695637,-19.231064,-19.766422,-20.30018,-20.8335
11.261412,11.513889,11.766706,11.786058,11.80557,11.279593,10.753224
-34.0604,-34.615925,-35.170822,-35.17878,-35.18754,-35.538063,-35.887817
-11.488017,-11.962995,-12.438394,-12.693921,-12.947986,-13.875428,-14.804564
-14.941645,-15.045998,-15.148972,-15.009293,-14.867744,-15.084256,-15.300401
30.634111,30.627512,30.620283,31.439949,32.25986,32.89671,33.534336
27.655014,27.576008,27.49868,28.150227,28.801876,28.837372,28.869787
-68.82888,-68.54802,-68.267624,-68.68977,-69.11174,-69.79147,-70.472374
-7.39637,-7.0926256,-6.78992,-6.793483,-6.7962627,-7.015094,-7.2339907
-4.0730176,-4.628982,-5.1867394,-4.515858,-3.844797,-3.4241073,-3.0022829
45.803284,45.672318,45.542953,44.931725,44.32109,43.453445,42.585884
20.174997,20.279634,20.384424,19.810192,19.23652,19.377384,19.51811
-5.905229,-5.9598784,-6.014919,-6.3043075,-6.5935903,-6.4437346,-6.293017
20.994896,20.689678,20.384197,19.89426,19.405777,18.940353,18.475332
65.431656,65.70197,65.97187,65.92921,65.888954,65.62288,65.35751
42.39687,42.715324,43.034355,42.91514,42.79831,42.497944,42.199043
30.113834,29.947437,29.782703,29.969217,30.156136,30.64969,31.143005
49.736675,49.543644,49.350605,49.734356,50.118797,50.253353,50.387325
3.1117413,3.2497718,3.387083,3.8050735,4.225207,4.5273266,4.829583
-20.99862,-21.229141,-21.457764,-22.079618,-22.702013,-22.71995,-22.737759
-17.432152,-17.057333,-16.682905,-17.490402,-18.298111,-18.781647,-19.265678
-41.97674,-42.043713,-42.110687,-41.846928,-41.585045,-41.425545,-41.267254
-1.6376258,-1.6707164,-1.7019931,-1.7759658,-1.8511382,-2.4398682,-3.030576
-7.646179,-8.047788,-8.449056,-8.749831,-9.050321,-9.2572775,-9.464103
-15.021385,-15.075363,-15.129419,-16.051332,-16.974245,-16.996101,-17.018995
96.51406,96.20416,95.89362,96.26985,96.64506,96.530334,96.41462
5.1068983,4.8752885,4.644132,4.9135733,5.1806846,5.340187,5.4998045
-13.545375,-13.380978,-13.214467,-13.359623,-13.505045,-13.460555,-13.417242
-11.289587,-10.861923,-10.434653,-10.681409,-10.930186,-10.677575,-10.425143
-13.428662,-13.29982,-13.170442,-13.101781,-13.03368,-13.078985,-13.124074
8.427484,8.455928,8.484011,8.466254,8.448148,8.828208,9.207228
7.366651,7.3962665,7.425634,6.940931,6.457479,6.278749,6.1000896
-17.844656,-17.745863,-17.647556,-17.698477,-17.748901,-17.852982,-17.956062
88.27459,88.49635,88.719284,88.80523,88.89296,88.344894,87.7953
48.742016,48.415123,48.088867,47.860508,47.632095,47.450905,47.271225
22.83579,23.07527,23.314173,23.936062,24.557707,24.50944,24.459875
-29.257395,-29.3182,-29.379894,-28.897963,-28.415108,-27.937668,-27.459518
12.897776,12.253744,11.609873,11.711305,11.811754,11.697152,11.584073
-10.800293,-10.620087,-10.438168,-11.158691,-11.879732,-11.3512125,-10.822287
96.48443,96.13217,95.77671,95.704056,95.63088,95.07677,94.52531
22.83238,22.679106,22.525642,23.142935,23.7598,23.629604,23.498953
-10.947687,-10.616701,-10.283529,-10.774267,-11.264784,-11.845869,-12.428228
-57.69625,-57.0306,-56.365448,-55.594074,-54.82194,-53.999268,-53.176888
-8.179888,-8.165356,-8.15011,-8.512651,-8.874245,-8.712624,-8.550041
-73.37298,-73.361244,-73.349236,-73.87756,-74.40574,-74.61221,-74.818245
-26.838818,-26.898264,-26.95817,-26.978062,-26.998236,-27.115713,-27.2325
21.835505,21.705578,21.575724,21.58855,21.600683,21.893118,22.183405
-32.89291,-33.21597,-33.54055,-33.876152,-34.209972,-34.36489,-34.52059
-11.591083,-11.050778,-10.510905,-10.349872,-10.189052,-9.809726,-9.43131
-63.05977,-62.61746,-62.175648,-61.653778,-61.132477,-60.750908,-60.369537
-40.102192,-39.878696,-39.6574,-39.62461,-39.5929,-39.617138,-39.64208
-28.441303,-28.5207,-28.599249,-29.049892,-29.500278,-30.178062,-30.854355
6.012558,6.1837673,6.354082,6.8716297,7.3885393,7.6938744,7.9993343
-44.57448,-44.681084,-44.788635,-44.744766,-44.701748,-44.894016,-45.086777
-15.636439,-15.530579,-15.425038,-15.818775,-16.212517,-16.244919,-16.279484
14.798194,14.226117,13.653995,13.678037,13.700772,14.021293,14.342505
43.40239,43.158443,42.91512,43.431362,43.946228,44.09858,44.254147
-2.1705267,-1.8621043,-1.5525063,-1.6547726,-1.7572445,-1.6635011,-1.5692061
-25.214045,-25.72638,-26.238194,-25.982224,-25.726622,-25.74969,-25.772327
-8.111921,-7.605307,-7.09742,-5.7220902,-4.345103,-4.374081,-4.402922
-80.53502,-80.7419,-80.947815,-81.319046,-81.69084,-81.38342,-81.07685
-56.723526,-56.530354,-56.33652,-56.062664,-55.78836,-55.153698,-54.520267
51.055862,51.113167,51.17122,52.28193,53.39406,53.67635,53.960457
-40.407215,-40.671642,-40.934803,-41.275417,-41.61507,-42.027523,-42.43997
10.173141,10.201104,10.228331,9.904315,9.580891,9.890644,10.200806
80.89575,81.163414,81.4298,80.60076,79.77299,79.554436,79.33613
58.286194,58.10789,57.929756,57.25485,56.58122,56.413975,56.24786
-28.077648,-28.01957,-27.961178,-28.190416,-28.418453,-29.093704,-29.769743
-25.116089,-25.246449,-25.379236,-25.581087,-25.782316,-26.012161,-26.240355
18.60608,18.963856,19.320621,19.142996,18.965574,19.490957,20.016659
37.414375,37.217636,37.021477,36.472527,35.92478,36.286095,36.647236
-32.065495,-32.123825,-32.180458,-32.349873,-32.51905,-32.423027,-32.32666
-21.237328,-21.514229,-21.792109,-21.85998,-21.92694,-21.89329,-21.85958
17.88072,18.381353,18.880234,18.594845,18.30971,18.497114,18.685333
-86.84015,-87.0369,-87.232346,-86.726814,-86.22162,-86.20946,-86.19802
33.353287,32.924652,32.495056,33.120262,33.74597,33.33393,32.922028
49.703926,49.661682,49.619328,48.781322,47.943317,47.523064,47.10258
-6.2820625,-6.6811724,-7.0799932,-6.955991,-6.8316326,-7.1073885,-7.3827744
-1.6632448,-1.094855,-0.525829,0.0977462,0.7207959,1.0740007,1.4285082
25.169842,24.941174,24.71198,24.533262,24.354485,24.845018,25.335716
-35.51986,-35.393635,-35.26882,-35.67355,-36.080326,-36.28574,-36.48963
-51.919456,-51.61704,-51.313446,-51.035908,-50.758213,-50.09538,-49.43269
-15.308577,-15.106879,-14.905226,-14.503536,-14.102072,-14.142679,-14.18106
-14.543722,-14.808723,-15.073421,-15.250518,-15.427144,-15.518956,-15.611352
4.2821054,4.745981,5.2118254,5.592452,5.972188,5.9777813,5.982815
107.26316,107.19555,107.127594,107.14244,107.15739,106.98953,106.82171
65.73309,66.201126,66.67031,66.30837,65.947975,65.24337,64.53854
6.040124,5.965893,5.891707,5.6812053,5.4708543,5.989811,6.508112
-13.065352,-12.97712,-12.889035,-12.985288,-13.081023,-12.790035,-12.497665
-20.560905,-21.006744,-21.452469,-22.673641,-23.89785,-23.96859,-24.038311
27.740406,28.178646,28.616102,28.783588,28.952065,29.123535,29.294157
-42.207516,-42.224895,-42.241917,-42.670467,-43.09834,-43.424644,-43.749958
27.579906,27.899284,28.21823,28.762064,29.305565,29.543856,29.781576
-37.481953,-37.191456,-36.900993,-36.845325,-36.790295,-36.427685,-36.06356
68.37611,68.03319,67.69087,67.78097,67.872185,68.053474,68.23367
-29.96374,-29.668898,-29.372286,-29.434576,-29.498602,-30.319433,-31.139515
-10.637732,-10.180189,-9.722985,-9.654158,-9.584645,-9.863332,-10.142616
26.874666,26.663614,26.451538,26.849651,27.247536,27.28121,27.31586
9.28939,9.452837,9.618064,9.334856,9.050801,8.783473,8.516106
-38.476727,-37.38164,-36.286972,-35.584267,-34.881268,-34.122696,-33.36374
42.42433,41.83949,41.253666,41.49707,41.74133,41.32174,40.90377
2.1149015,2.600079,3.0852854,2.8689206,2.652767,2.8838894,3.1139162
-70.780914,-70.83232,-70.88543,-70.40736,-69.93066,-70.15424,-70.37772
-42.63076,-42.727715,-42.821377,-43.239662,-43.65931,-43.3726,-43.086555
-43.68296,-43.63718,-43.590755,-43.476536,-43.361553,-42.495777,-41.63027
76.137924,76.09324,76.048065,76.489075,76.93141,77.15553,77.38025
-30.016428,-29.88458,-29.755089,-29.772598,-29.789442,-29.79916,-29.81024
-88.667725,-88.277885,-87.88646,-87.35835,-86.83168,-86.51651,-86.20062
-9.544557,-9.765187,-9.986453,-10.162465,-10.338576,-10.21132,-10.084443
28.731798,28.421965,28.111198,27.972057,27.832905,28.20313,28.574457
39.490623,38.864223,38.239,38.643967,39.05027,38.625977,38.203495
9.607637,10.011953,10.417995,10.675259,10.932213,11.488893,12.046403
-3.2263525,-3.2411115,-3.2583387,-4.0237255,-4.789176,-4.907386,-5.025176
89.18793,89.43721,89.68602,89.780716,89.8742,90.05895,90.24527
19.908947,19.222624,18.538252,18.900326,19.262709,19.41388,19.56457
9.280765,9.314355,9.347419,8.9217615,8.49517,8.447036,8.399953
-13.990436,-13.994367,-13.997621,-13.848638,-13.701263,-13.766728,-13.833017
-17.34752,-17.362381,-17.37597,-17.113668,-16.850885,-17.099953,-17.349123
2.2077146,2.3630843,2.5174522,2.4824815,2.447795,2.0677853,1.6868488
-8.577426,-8.449759,-8.32183,-8.4019375,-8.4825325,-8.007632,-7.533012
16.688478,16.799482,16.911013,17.147387,17.383207,17.141165,16.900267
85.257675,84.89263,84.52564,84.62912,84.73497,84.741356,84.746895
23.251402,23.305561,23.360899,23.180809,23.001274,22.827164,22.65307
-12.332864,-12.058526,-11.785192,-11.918278,-12.052201,-11.921583,-11.790789
10.19481,10.17515,10.154961,10.135137,10.116022,10.444082,10.772001
-82.118164,-82.23231,-82.34627,-82.807465,-83.26775,-83.48153,-83.6958
4.4491906,4.0581384,3.666844,3.015408,2.363131,2.3851933,2.40844
76.92935,77.39096,77.85281,77.49692,77.14252,77.038574,76.93389
44.303772,44.48244,44.66039,44.663357,44.66866,44.66,44.65236
-31.767233,-31.44176,-31.113428,-30.968374,-30.822622,-30.301672,-29.781916
16.928343,16.710918,16.491621,16.343899,16.19629,16.029667,15.865275
-48.76449,-49.068264,-49.370625,-49.052277,-48.734577,-48.60031,-48.463966
20.094301,20.217552,20.339972,20.072435,19.806248,19.598627,19.39127
1.3594791,0.5210163,-0.3187836,-1.3504056,-2.381251,-2.8454616,-3.309674
-83.13662,-82.942505,-82.74805,-82.826584,-82.90445,-83.278,-83.65312
-65.69032,-65.501236,-65.30979,-65.47711,-65.64541,-65.73369,-65.82317
-27.184683,-26.919605,-26.655188,-26.831453,-27.008799,-26.886637,-26.763582
-5.417617,-5.604843,-5.791656,-5.4671774,-5.1417766,-5.1054997,-5.0697527
-2.9248738,-3.230432,-3.535335,-3.6121907,-3.6876998,-3.743032,-3.7968154
10.065714,10.464338,10.862019,10.828194,10.793762,10.994707,11.195213
-34.14555,-34.389378,-34.6333,-34.5642,-34.49588,-34.418972,-34.34053
26.593292,26.487625,26.382286,26.375734,26.370127,26.173717,25.97744
-67.32166,-67.44107,-67.559326,-67.67829,-67.79758,-67.63238,-67.46766
31.480408,32.094513,32.707417,32.83369,32.959465,32.997444,33.03453
49.805508,50.146946,50.487347,50.280983,50.075672,50.090137,50.102673
-11.284285,-11.635277,-11.985473,-12.482279,-12.980088,-12.935997,-12.892217
100.06123,100.13078,100.20059,100.1862,100.172325,100.299774,100.42664
24.120407,23.660303,23.200993,23.15669,23.112398,22.332142,21.551817
-64.19287,-63.542995,-62.89401,-62.38859,-61.8834,-61.03226,-60.182663
-127.17021,-127.10083,-127.030365,-126.88194,-126.73471,-126.68852,-126.64314
-33.48595,-33.29941,-33.11169,-33.243935,-33.376823,-33.411366,-33.448166
-0.7192176,-0.8996728,-1.0789139,-0.93375283,-0.7896746,-1.7701185,-2.7509558
40.31569,39.887974,39.460697,39.117283,38.77455,38.280033,37.78477
7.551024,7.4993925,7.448776,8.598584,9.749983,10.222003,10.693795
-30.917973,-30.703182,-30.48839,-30.17634,-29.864197,-29.893707,-29.923271
92.88401,92.70966,92.5357,92.294266,92.05416,91.8841,91.71383
10.565327,10.625216,10.684307,11.58253,12.482104,12.776302,13.069702
121.88901,121.95761,122.02493,121.91184,121.801155,121.77316,121.74534
8.346726,8.418005,8.48847,8.782026,9.075465,8.819,8.563735
1.1091523,0.9083232,0.7064685,0.722372,0.7383651,1.069097,1.399662
-18.894125,-18.984308,-19.073465,-18.803854,-18.534395,-17.792124,-17.050812
80.454384,80.21915,79.98331,79.28217,78.58082,78.363144,78.14703
57.800373,57.604267,57.40678,58.153862,58.90314,59.154625,59.40783
-23.222357,-23.64151,-24.060448,-23.884377,-23.707249,-23.753925,-23.801477
-2.1329393,-2.4880419,-2.8432875,-2.5849543,-2.325241,-2.240263,-2.1544943
0.13834652,0.1006845,0.06275592,-0.41423956,-0.8917633,-1.5193807,-2.1461852
30.311644,30.632742,30.953438,31.31861,31.685074,31.830702,31.973791
-64.44397,-64.34157,-64.23791,-63.325172,-62.413906,-62.005455,-61.5969
-56.087803,-55.42468,-54.76102,-54.656704,-54.55381,-54.366177,-54.17868
0.27436218,-0.5353247,-1.3444613,-1.6896406,-2.0347538,-2.5157664,-2.9957235
-77.564865,-77.639496,-77.713905,-78.40681,-79.10035,-79.156166,-79.213264
13.186671,14.007856,14.830365,14.791124,14.75178,15.058545,15.365392
-32.888603,-32.471207,-32.053013,-31.32816,-30.605581,-30.173561,-29.741129
25.580297,25.78964,25.99969,26.577751,27.156427,27.196146,27.236572
96.06359,96.19152,96.31811,95.73456,95.1507,95.85088,96.55253
-56.345997,-56.56594,-56.784504,-56.811474,-56.839916,-56.688198,-56.53629
-113.79207,-113.88075,-113.968056,-113.701866,-113.43839,-112.95324,-112.46994
-10.253908,-10.690521,-11.127932,-11.946068,-12.765806,-12.988104,-13.209695
-41.400368,-41.56514,-41.729458,-42.37955,-43.030968,-43.240158,-43.44935
-6.588295,-6.5153465,-6.4436893,-7.3812485,-8.318567,-8.24539,-8.173074
26.457392,26.801723,27.14638,27.941298,28.736517,28.802328,28.867498
-50.059944,-50.036964,-50.01522,-49.994473,-49.974426,-50.33547,-50.696327
55.781364,55.689617,55.59995,55.490707,55.382557,55.49644,55.60986
1.2586603,1.2020607,1.1452093,0.71634483,0.28669167,0.33496666,0.38177586
-26.410618,-26.442286,-26.473864,-26.217655,-25.962524,-25.845554,-25.72908
-108.74248,-108.09463,-107.4461,-106.94012,-106.43467,-105.94331,-105.45138
2.5661924,2.93515,3.303848,3.6885087,4.0736804,4.014211,3.9535806
-69.02119,-69.10002,-69.17794,-68.74483,-68.31306,-68.31821,-68.322365
3.3942418,3.0993323,2.8050246,3.2488902,3.6925557,3.6037214,3.5150971
-54.682255,-54.24761,-53.813786,-53.45479,-53.09457,-53.17775,-53.262005
-4.263133,-4.4255533,-4.587944,-5.2548122,-5.9217486,-6.1883664,-6.454074
3.4680974,3.7802112,4.092027,4.1996436,4.308144,3.9251773,3.5427086
69.60421,69.583496,69.56294,69.792786,70.022545,69.40754,68.79105
-7.470119,-7.426687,-7.3828635,-6.6941104,-6.0045867,-6.252279,-6.4988284
-92.000916,-91.36176,-90.72436,-90.241035,-89.75695,-89.34031,-88.92263
-1.3392473,-1.209232,-1.0795132,-1.6850725,-2.289167,-2.2448907,-2.2004123
32.87197,33.15744,33.44043,33.437748,33.43517,32.97624,32.515736
-17.451122,-17.396902,-17.345705,-17.787092,-18.228086,-17.633068,-17.037565
-0.28113732,-0.70026666,-1.1183137,-0.65589696,-0.19341452,0.41048256,1.0141183
36.729855,37.018345,37.30569,37.22427,37.143105,36.808746,36.47496
29.29693,28.942837,28.587437,28.279667,27.972157,27.414173,26.8568
44.385464,44.341335,44.297344,43.561165,42.82454,42.648296,42.472504
32.08409,31.766603,31.450521,32.17875,32.90818,32.012794,31.117968
-22.432993,-22.662817,-22.891794,-22.601166,-22.31102,-22.323973,-22.338776
4.415472,4.6475677,4.8788357,5.2107086,5.5424376,5.5074825,5.4736853
28.702724,29.077322,29.451405,29.583181,29.715046,30.090124,30.465448
100.169075,100.47817,100.786644,101.02573,101.26488,101.23568,101.20666
29.529995,29.412773,29.296661,29.173553,29.05259,28.892418,28.73202
85.37506,86.28794,87.20134,86.99857,86.79586,87.379074,87.96132
5.560317,6.1132326,6.6676674,7.030202,7.3920927,7.91059,8.429091
57.408108,57.329628,57.24924,57.88306,58.517635,58.408344,58.299603
57.007885,57.045265,57.082886,57.050285,57.018364,57.180416,57.3422
51.78789,52.05239,52.31744,52.409924,52.502647,52.136948,51.77142
37.202816,36.374767,35.546932,35.023426,34.500675,34.818714,35.13674
10.249922,10.471933,10.695021,10.878047,11.063071,11.33924,11.614091
-6.0814433,-6.147369,-6.2136683,-6.013594,-5.8128285,-6.216168,-6.61997
-16.895988,-16.75832,-16.621456,-16.352226,-16.082869,-15.884438,-15.684971
14.578081,14.652036,14.725686,14.935019,15.144662,15.042623,14.941604
-2.3956978,-2.7357993,-3.0750575,-3.4522865,-3.8291385,-4.0858116,-4.3417506
