2014 SVI Disability Encoding,2015 SVI Disability Encoding,2016 SVI Disability Encoding,2017 SVI Disability Encoding,2018 SVI Disability Encoding,2019 SVI Disability Encoding,2020 SVI Disability Encoding
0.51425546,1.2261105,1.9183979,1.949729,1.9811468,2.0785627,2.1765356
35.88086,35.436287,35.10708,35.028404,34.946884,35.20052,35.453594
2.6805596,2.4733129,2.1294827,1.6003834,1.0707318,1.1203076,1.1702868
-11.585191,-11.67721,-11.784543,-11.75019,-11.7177,-11.904232,-12.090876
-5.6141357,-6.351721,-7.10851,-7.995822,-8.883535,-9.338487,-9.792893
8.04927,8.974294,9.837133,9.435301,9.033521,8.80206,8.570271
-16.759153,-16.198574,-15.524986,-15.967203,-16.410025,-16.436907,-16.460833
8.29226,8.217175,8.210208,8.09486,7.977989,9.104869,10.232082
-53.9231,-54.39768,-54.86656,-54.372982,-53.878407,-52.90765,-51.937153
-47.899696,-49.64096,-51.40607,-50.154003,-48.901764,-49.227882,-49.556164
26.30373,25.971502,25.785805,25.656197,25.526138,25.473785,25.422125
31.408134,31.615377,31.871239,31.506496,31.142546,31.488564,31.834063
27.77843,27.435999,27.227976,29.409311,31.591322,32.097614,32.60188
35.253883,35.536163,35.866993,36.204315,36.541824,35.522663,34.50479
46.0596,47.307693,48.482384,48.867523,49.252422,49.43573,49.618484
46.011074,46.389854,46.83424,46.478374,46.120697,46.513775,46.90781
-54.313023,-53.990948,-53.793644,-53.934006,-54.07397,-53.27867,-52.48475
31.090113,30.297087,29.624447,29.813835,30.002977,30.352322,30.703108
-28.113949,-28.607155,-29.027496,-28.432693,-27.838945,-27.315554,-26.792965
35.0494,35.071033,35.059963,34.60201,34.142418,34.63934,35.13604
2.1835115,2.272745,2.2168777,2.2412117,2.2664392,2.2802227,2.2962186
39.929478,39.174843,38.50553,37.05306,35.598385,36.549248,37.499157
55.75074,57.000515,58.104744,58.140575,58.17588,57.315083,56.45381
19.319674,19.052164,18.852962,18.519773,18.185852,18.809975,19.434668
-30.46556,-30.305391,-30.272629,-29.654116,-29.035936,-28.658407,-28.278986
54.633446,54.667553,54.669693,54.792637,54.915245,53.019104,51.123447
-28.514065,-29.42807,-30.186478,-29.819328,-29.452097,-29.508633,-29.56303
50.09617,49.294834,48.62811,48.470833,48.31157,47.04733,45.78122
10.930089,11.589904,12.339738,12.280345,12.222289,12.1174965,12.012288
27.306282,27.41214,27.513332,27.9457,28.378605,27.831535,27.285461
70.94748,71.71718,72.48653,72.21543,71.944305,72.120056,72.294525
-78.248474,-79.179825,-79.94095,-80.64496,-81.347046,-81.55968,-81.772514
-11.267847,-11.460387,-11.60528,-10.7641115,-9.921818,-8.660043,-7.396648
57.094566,57.283478,57.60791,57.94355,58.277615,58.016342,57.75409
-31.880352,-31.231157,-30.472778,-29.73089,-28.986715,-29.754053,-30.52016
67.659645,68.379074,69.271706,70.01474,70.76009,71.14226,71.525505
-77.16349,-76.65603,-76.2332,-75.83692,-75.440056,-75.7797,-76.11999
53.134113,53.73366,54.21546,54.836643,55.458546,55.34033,55.221943
-3.563412,-4.1523957,-4.8380637,-5.3119226,-5.7851243,-5.9407454,-6.0971704
-16.02808,-15.113213,-14.340662,-15.120387,-15.900406,-17.317905,-18.736605
-6.4371977,-6.391361,-6.3645887,-7.5818768,-8.799638,-9.4368515,-10.074226
9.480637,9.95663,10.356881,10.300002,10.241954,10.552251,10.860702
6.8357005,7.246021,7.5495057,8.956125,10.362856,10.344218,10.326218
55.713017,56.2835,56.844765,55.780933,54.71841,54.01605,53.312386
-14.006543,-15.275973,-16.425278,-17.151377,-17.876205,-17.96849,-18.060053
17.456999,17.386961,17.333002,16.339212,15.34372,14.619791,13.896044
-71.24871,-71.053825,-70.89999,-69.45932,-68.016945,-67.81496,-67.61235
-8.896268,-8.6967535,-8.596233,-8.199107,-7.801427,-7.956355,-8.10951
-48.661747,-49.703655,-50.821507,-51.201275,-51.58144,-52.11922,-52.654926
32.58798,33.385868,34.296722,35.461945,36.625412,36.856956,37.089993
-103.65833,-105.10948,-106.52517,-107.800835,-109.076485,-108.36718,-107.659256
42.325256,42.27756,42.146606,41.29097,40.435505,40.17916,39.92006
71.27616,72.67706,73.97669,74.31557,74.65478,74.058914,73.46457
48.168667,49.005836,49.846058,50.168423,50.490383,50.601994,50.716328
-15.463606,-14.707987,-13.956779,-14.69168,-15.424819,-15.484693,-15.545159
-72.86188,-72.84468,-72.81603,-73.43135,-74.04741,-73.686485,-73.32682
78.111305,79.35273,80.70712,80.27836,79.851326,79.21134,78.57006
-110.06267,-110.20946,-110.461945,-109.095245,-107.72948,-107.48512,-107.23961
-38.30975,-38.86041,-39.385075,-39.1947,-39.005592,-38.58834,-38.171177
-61.357872,-61.90513,-62.392376,-61.800922,-61.209587,-59.986168,-58.762142
-50.590694,-50.184002,-49.604237,-49.869724,-50.135212,-50.015633,-49.896015
-40.02319,-38.87423,-37.73566,-37.42371,-37.11198,-36.860477,-36.61028
-60.836426,-60.93439,-61.014057,-61.156334,-61.297577,-62.296745,-63.29711
6.769081,6.00004,5.3536224,5.2055016,5.0567226,5.5427704,6.0315857
15.602271,15.482524,15.217244,15.29079,15.36443,15.152603,14.941911
26.931965,26.987408,26.892185,28.48504,30.077993,30.191904,30.304811
-60.02506,-60.499153,-61.151356,-61.20021,-61.24948,-60.979725,-60.71144
-33.210274,-33.60259,-34.011295,-33.08762,-32.164623,-32.333378,-32.50115
-65.919495,-66.43616,-66.86371,-67.412766,-67.96258,-68.735634,-69.50632
-5.9274383,-6.0002494,-6.0519843,-5.828507,-5.605949,-5.7889037,-5.9719453
-13.551973,-13.482354,-13.317467,-12.948892,-12.580184,-13.561781,-14.545815
-18.214134,-18.58253,-18.826578,-19.705029,-20.58422,-20.145203,-19.705204
-57.23967,-58.191696,-59.127087,-59.151474,-59.17579,-58.08216,-56.98916
-72.44791,-73.0155,-73.66307,-73.08125,-72.49852,-71.24679,-69.995575
-25.972464,-27.411821,-28.892378,-30.212849,-31.532816,-31.135199,-30.734598
8.468538,9.105498,9.830239,9.588917,9.346455,9.913256,10.480588
-67.29324,-67.656265,-68.06532,-68.99716,-69.928955,-71.11669,-72.30531
-24.765545,-25.459599,-26.27779,-27.096584,-27.916693,-27.736872,-27.555328
-65.26161,-64.86418,-64.49133,-64.39493,-64.299194,-64.46933,-64.64158
3.9276946,4.6726384,5.363608,6.721129,8.077578,9.046423,10.013912
44.227505,43.99703,43.657597,44.107834,44.557323,44.657204,44.75551
-41.7722,-42.417778,-43.169407,-42.485703,-41.80073,-42.128944,-42.457005
-1.2188915,-1.0081085,-0.84645444,-0.060743183,0.724827,0.035560757,-0.6538361
0.14980258,0.602281,0.9663671,1.6594933,2.351883,2.7406654,3.1297731
1.5208014,2.2259166,2.8770134,3.573661,4.2693048,3.7203004,3.1724303
34.577156,33.761566,32.940964,32.02595,31.109959,30.566256,30.024012
4.2929115,4.400673,4.6126547,4.5857773,4.5595818,5.4822893,6.402708
-23.722054,-23.640907,-23.51461,-22.412815,-21.311527,-19.767813,-18.224514
-47.37969,-47.21036,-47.19279,-45.870056,-44.546368,-44.34813,-44.152462
-80.48227,-80.42106,-80.21483,-80.61467,-81.01511,-80.3898,-79.7622
74.28237,73.89059,73.55767,73.30917,73.06076,72.091545,71.12221
-52.233315,-51.972176,-51.804634,-50.96091,-50.116623,-49.369873,-48.621822
-70.72029,-70.98262,-71.34767,-70.64551,-69.94391,-67.94823,-65.952354
-93.13661,-94.15713,-95.202126,-96.93461,-98.669014,-97.04806,-95.42843
-22.404057,-21.772404,-21.232843,-21.270323,-21.308775,-21.831408,-22.355143
-3.2478733,-3.2724466,-3.1250362,-2.5134888,-1.9023867,-1.4933615,-1.084507
9.265346,9.246049,9.292284,9.019486,8.747249,9.032407,9.319456
13.339704,13.741194,14.053227,14.894607,15.735864,15.078806,14.423286
10.801935,10.584876,10.415994,10.809529,11.2036915,9.661962,8.12035
-26.411974,-27.51809,-28.729448,-29.845476,-30.959074,-30.147297,-29.33687
-4.5291414,-5.016158,-5.5248632,-4.1066275,-2.689183,-3.3402584,-3.991492
34.580597,34.217793,33.909367,34.244225,34.578743,34.608635,34.638943
-15.393411,-16.553768,-17.56235,-18.909958,-20.25533,-19.340464,-18.427372
-34.444866,-35.031994,-35.55883,-36.275757,-36.994297,-36.785873,-36.577698
79.72939,78.62679,77.60553,77.0007,76.39595,77.10013,77.80296
7.916126,7.7492404,7.688827,8.320343,8.952534,10.403152,11.85322
65.42079,65.02615,64.66965,63.31955,61.968254,61.291065,60.614033
-36.111305,-37.114403,-38.17796,-37.077274,-35.97634,-35.66597,-35.355618
-23.920065,-23.70272,-23.513498,-24.146807,-24.780933,-24.959017,-25.138689
17.879963,17.619915,17.276115,18.167603,19.059196,20.066292,21.073212
101.36202,102.4497,103.622154,103.46143,103.30141,102.750404,102.19775
-67.238335,-66.59506,-66.02684,-66.26838,-66.51171,-66.49364,-66.474556
-33.826057,-34.89925,-35.993126,-35.27706,-34.56087,-34.803307,-35.046104
-81.13005,-80.28075,-79.47971,-78.38565,-77.29292,-76.45283,-75.615295
-76.332275,-76.03403,-75.839386,-74.43904,-73.03958,-73.177895,-73.316345
-2.3078017,-2.5596347,-2.7432399,-3.7371802,-4.72739,-4.8423953,-4.956304
-57.64636,-57.904194,-58.136086,-57.282413,-56.426834,-56.100513,-55.773815
-6.2801714,-6.4425583,-6.463394,-6.796856,-7.1305943,-6.9128675,-6.6956863
-49.84095,-49.86547,-49.779602,-49.976044,-50.172184,-50.88623,-51.60073
-41.45597,-42.213005,-42.864178,-42.600986,-42.336906,-40.835728,-39.334976
1.7703627,1.8428348,1.8216075,2.1164985,2.4109955,1.9386185,1.4641088
-53.81822,-53.918003,-53.93221,-53.275692,-52.619133,-52.341145,-52.064938
13.6468115,12.510094,11.245097,10.528309,9.811355,10.216216,10.620463
49.376472,50.734688,52.054718,51.852894,51.651222,51.23829,50.825806
15.040945,14.107533,13.180635,11.656985,10.132527,10.623996,11.114503
0.75850356,1.5822045,2.477852,1.6076714,0.73639166,-0.6723789,-2.080477
-14.194462,-13.665822,-13.128283,-12.763474,-12.397563,-10.670294,-8.944683
26.735174,26.360981,26.018124,25.862986,25.707968,24.94635,24.1842
33.23255,33.65325,34.049656,34.2777,34.503357,35.65523,36.803913
-18.11053,-18.70542,-19.357399,-18.715029,-18.072277,-16.271114,-14.47257
-68.04896,-67.28207,-66.5481,-65.667305,-64.785645,-63.07942,-61.374653
-0.019114688,-0.8879978,-1.8126175,-1.9027035,-1.9913056,-1.0090725,-0.027089313
11.891528,12.280416,12.605136,13.1838255,13.762448,12.692275,11.621272
-91.506134,-91.82788,-92.18023,-92.74446,-93.30878,-92.48398,-91.65924
-6.8876286,-7.6597643,-8.553998,-7.439762,-6.3250394,-5.3233976,-4.322331
22.919771,21.893618,21.020525,20.818878,20.616417,20.061302,19.506868
-31.50896,-31.76698,-32.16298,-32.40665,-32.649582,-32.384163,-32.120567
14.989133,14.757493,14.675692,14.458194,14.242104,14.885676,15.530787
-57.67783,-58.17857,-58.629692,-59.494316,-60.35887,-61.202744,-62.04564
68.77693,69.618675,70.33505,70.972275,71.60846,71.78717,71.96743
-66.46964,-66.366486,-66.16037,-65.502914,-64.84519,-64.79007,-64.73549
5.896809,5.0407414,4.261371,4.4968266,4.7340283,5.074331,5.4112926
-16.484825,-16.707584,-17.126106,-16.49474,-15.863101,-14.809491,-13.754176
-15.057415,-16.066515,-17.048489,-17.668213,-18.288277,-18.937052,-19.586504
-9.824582,-10.182836,-10.548229,-9.594461,-8.640365,-8.31094,-7.981564
-61.162678,-60.91765,-60.661697,-61.294495,-61.92839,-62.309994,-62.692116
82.71637,82.80888,83.0283,82.20815,81.38792,80.782745,80.1786
-52.910313,-52.559265,-52.066414,-51.36297,-50.66078,-50.12423,-49.587166
15.527774,15.848748,16.006742,16.043274,16.079245,15.018323,13.957528
-58.57932,-58.103905,-57.733566,-57.671608,-57.60937,-58.01612,-58.42198
-15.925529,-15.478041,-15.133098,-14.742474,-14.351835,-13.600994,-12.849988
8.897803,8.507619,8.018289,7.7729273,7.5284643,7.013335,6.4959936
-50.846107,-51.940704,-53.176228,-52.744915,-52.312885,-50.960056,-49.60534
15.107828,15.588758,16.234604,16.232876,16.229908,15.868531,15.504906
-4.7127376,-3.635313,-2.6286228,-2.3600633,-2.0925171,-3.19633,-4.300995
-36.00539,-35.63112,-35.238678,-34.442524,-33.646404,-34.011677,-34.37736
2.6627252,2.75823,2.763179,3.6980464,4.633393,5.6169496,6.599078
7.9640384,7.66506,7.390315,7.3127513,7.233399,7.813865,8.393843
-52.63008,-52.269978,-51.813076,-51.24246,-50.671585,-50.79115,-50.906933
-47.36313,-47.31398,-47.31533,-47.19507,-47.077393,-45.51066,-43.942078
-32.85914,-32.76544,-32.805573,-32.066822,-31.326344,-31.080498,-30.83624
96.584076,97.089645,97.57161,96.50395,95.43518,94.26546,93.096405
-77.277115,-77.65945,-78.20567,-78.65174,-79.09683,-79.15431,-79.21115
66.71116,66.88559,66.97031,65.292786,63.61431,61.323868,59.032707
30.427898,31.506603,32.615116,32.677074,32.739536,34.187637,35.632877
-13.225163,-14.171666,-14.983796,-16.128191,-17.27384,-17.882051,-18.492937
18.885347,19.447104,19.851791,18.995493,18.13917,18.486378,18.833214
104.857086,105.99459,107.254875,107.03124,106.80688,106.270134,105.734634
-23.545216,-23.340906,-23.123674,-23.534143,-23.947954,-24.091019,-24.235577
44.18959,45.520424,46.846836,47.51716,48.188873,48.58169,48.973866
-10.840394,-11.274188,-11.554574,-11.511104,-11.468678,-11.349025,-11.227129
1.1170418,1.2528031,1.4404576,-0.15604088,-1.7538192,-2.0233448,-2.291848
9.338151,8.254587,7.197607,8.278302,9.359359,9.886962,10.412222
59.8156,60.83606,61.876003,60.84673,59.81772,57.10859,54.399338
-33.63647,-34.55326,-35.366283,-36.869995,-38.373222,-37.938774,-37.503315
-34.870804,-36.602234,-38.359085,-38.429115,-38.49973,-37.27012,-36.0411
-14.010118,-13.934935,-13.864433,-13.171922,-12.479117,-11.089824,-9.699924
32.6854,32.76007,32.77879,32.774635,32.769653,31.895435,31.01973
-4.730624,-5.022371,-5.15257,-4.904052,-4.654396,-3.9577684,-3.2591605
-54.620266,-55.679993,-56.66921,-55.485195,-54.301926,-53.95667,-53.610703
-7.9754434,-8.662826,-9.311757,-9.829649,-10.347,-10.152598,-9.956179
21.48253,20.566236,19.719744,19.476591,19.234522,19.482136,19.732573
-29.328266,-28.637766,-27.938599,-28.123772,-28.308218,-28.692272,-29.077265
45.062805,46.138912,47.073833,47.556343,48.03833,48.01075,47.984573
41.750603,41.77572,41.94288,42.70888,43.474167,44.305706,45.137253
75.42318,76.09896,76.64768,76.63749,76.62739,78.17341,79.7178
-34.802917,-34.979607,-35.156445,-35.676422,-36.19629,-36.06717,-35.937595
-49.499508,-49.118504,-48.816753,-49.108017,-49.400295,-49.94556,-50.48982
52.82099,53.149853,53.446075,54.781242,56.115894,55.825836,55.535706
-94.909355,-95.02525,-95.3121,-94.9384,-94.56583,-94.07679,-93.58573
46.972935,47.242874,47.436672,47.618805,47.80095,46.429375,45.056717
-16.646725,-16.980305,-17.346529,-17.740582,-18.135193,-16.830278,-15.525183
23.6092,23.246506,22.872868,23.159191,23.445807,23.691393,23.93705
-37.863125,-38.09581,-38.274216,-37.669613,-37.065212,-37.39347,-37.71976
56.349823,56.670197,57.002205,57.103855,57.20275,57.18969,57.175766
-36.714943,-36.825485,-36.873043,-37.445324,-38.016968,-38.28146,-38.54579
7.145253,7.1710954,7.2414784,6.451245,5.66127,5.322639,4.981837
-11.561689,-12.760252,-14.000284,-13.846638,-13.69257,-13.704294,-13.716784
55.621193,55.554184,55.35448,54.34254,53.329647,52.49497,51.660862
-38.92803,-39.14867,-39.377785,-38.447643,-37.517387,-37.180862,-36.846825
-22.65278,-21.964895,-21.211626,-20.804073,-20.396711,-19.431164,-18.465803
-25.81753,-25.284134,-24.690456,-25.072208,-25.454216,-25.687386,-25.922186
-58.83756,-58.883194,-58.865192,-57.49251,-56.12112,-54.99628,-53.872856
21.041567,21.485256,21.970871,22.682644,23.393967,24.238033,25.079372
-62.96674,-63.973053,-65.06262,-65.352516,-65.64357,-65.051094,-64.460396
38.689648,38.98179,39.425034,39.760864,40.09545,39.833412,39.571663
20.56405,21.699663,22.69308,21.538671,20.384235,18.902958,17.422277
81.47955,81.51017,81.59944,81.3015,81.00314,81.56608,82.13045
56.707443,57.816364,58.790638,58.368988,57.94689,57.23344,56.518547
30.636934,30.671406,30.61701,31.046782,31.477592,32.00972,32.54222
12.168687,12.368626,12.5842,12.864384,13.143007,12.600516,12.058713
-5.699852,-5.288312,-4.802429,-4.764426,-4.7266855,-4.1346807,-3.5421438
-65.9274,-66.26671,-66.5609,-67.16045,-67.75961,-68.1805,-68.599075
4.8026624,5.7277026,6.5364976,6.2624803,5.9887195,4.61326,3.236549
93.66801,94.64263,95.56046,95.48178,95.40262,94.81774,94.23116
-51.252296,-52.004784,-52.79654,-51.885136,-50.97351,-50.91909,-50.866425
23.04999,23.065561,23.114998,22.945696,22.775621,22.041891,21.310167
36.165672,35.113083,34.055847,33.67406,33.291603,33.41929,33.547466
57.113537,58.187386,59.26536,57.84441,56.423946,55.741825,55.06081
-29.92729,-30.23651,-30.401077,-30.193907,-29.986668,-29.235624,-28.485159
45.724495,46.156643,46.527905,45.491657,44.453606,43.765556,43.077946
-13.801396,-14.531331,-15.297771,-15.365199,-15.434021,-16.564701,-17.697199
36.071857,37.86808,39.70341,39.50939,39.314743,38.86697,38.420387
-33.83664,-33.842403,-33.746635,-31.932337,-30.11739,-28.740017,-27.364223
-79.3893,-80.72068,-81.96725,-81.213745,-80.46262,-79.64656,-78.8298
37.587093,38.26784,38.98353,39.36056,39.73705,39.648678,39.561165
-4.286302,-4.460414,-4.514186,-4.7266984,-4.9399495,-5.5179753,-6.095314
-42.06438,-42.47865,-42.764084,-43.08078,-43.39822,-43.193947,-42.989876
62.519962,62.69065,62.853577,62.594986,62.33642,62.639214,62.94001
-4.448169,-3.4359758,-2.3930442,-2.9267414,-3.4612758,-4.7763276,-6.091946
101.81099,101.8664,101.903755,101.85518,101.806816,101.90674,102.00638
64.16566,65.18586,66.106415,67.59509,69.0843,68.483315,67.88308
-30.111197,-30.54877,-30.80301,-31.465296,-32.127018,-32.665314,-33.204105
25.701366,26.071203,26.511591,25.812128,25.113228,24.643211,24.175049
-37.423973,-36.318264,-35.287727,-35.620743,-35.954414,-35.144012,-34.33249
33.086693,33.195885,33.42299,33.907967,34.39239,34.41912,34.447372
-42.3136,-43.274624,-44.366272,-43.983303,-43.59944,-43.78791,-43.976376
9.12177,9.585744,9.876007,10.40681,10.937235,11.357631,11.778948
-94.23399,-95.58318,-96.86528,-97.95926,-99.05337,-98.27531,-97.49732
-23.521616,-23.704576,-23.81698,-22.34142,-20.864431,-19.85483,-18.84627
-50.547592,-49.610584,-48.78302,-47.328648,-45.874306,-45.198723,-44.522858
-0.97631186,-0.96488255,-0.87789625,-1.4758191,-2.0744784,-2.5363243,-2.9976718
-10.205867,-9.968669,-9.657702,-9.950841,-10.243533,-8.588574,-6.93296
114.8667,115.75385,116.73233,116.95925,117.186905,116.64995,116.11377
-3.8619094,-3.7757792,-3.6849265,-4.171717,-4.65916,-4.4180303,-4.1807656
22.219349,21.577526,20.922903,21.099514,21.274252,21.232695,21.191488
-81.87816,-82.81432,-83.71686,-83.3206,-82.924614,-81.51403,-80.10187
15.0964575,15.685496,16.16001,15.617883,15.076333,14.356256,13.638858
13.047815,13.231579,13.448934,12.558738,11.669998,10.921819,10.17255
56.42838,56.51804,56.686012,56.553062,56.419643,56.564754,56.708626
2.9921906,2.8802702,2.8227103,3.3354933,3.8493388,3.881388,3.9106143
48.82811,48.28343,47.774372,47.65031,47.525536,48.367313,49.21028
-16.515497,-17.412745,-18.371016,-18.002043,-17.631762,-17.580267,-17.531881
-7.1017494,-7.741788,-8.307154,-8.42672,-8.54669,-9.139388,-9.732741
83.82439,84.63547,85.3387,85.7186,86.09781,85.25244,84.40904
61.653236,61.623013,61.646328,60.84358,60.040527,59.598454,59.1553
3.7071342,3.0841718,2.4873846,2.0824287,1.677632,1.2935084,0.9087644
51.443295,51.052204,50.623554,49.896137,49.16702,48.378162,47.59078
-27.718664,-27.361458,-26.91171,-27.43405,-27.956701,-28.830976,-29.704817
-31.48011,-30.69917,-30.057,-29.95657,-29.857117,-30.115936,-30.37462
-20.472027,-19.195267,-18.082857,-18.19248,-18.3028,-18.543428,-18.784166
6.6325035,7.04821,7.401413,6.0440807,4.686599,2.8053944,0.92478013
-12.997723,-11.923559,-10.743713,-9.580568,-8.418055,-9.31768,-10.218968
-31.640387,-32.544315,-33.41165,-33.36911,-33.32638,-31.970432,-30.613277
12.727656,12.807191,12.753842,13.251352,13.748187,14.381457,15.016607
68.77626,68.646324,68.427826,67.59146,66.75495,67.520935,68.28755
-80.39943,-80.11551,-79.94742,-79.987236,-80.02609,-80.49464,-80.96461
37.522053,37.774498,37.909054,38.270016,38.629406,38.562798,38.496403
5.395976,5.9959583,6.61674,7.0257874,7.4362097,7.2420177,7.046777
49.18349,49.18829,49.265095,49.325684,49.386414,49.789062,50.19293
75.333916,75.64425,75.85099,75.35411,74.85692,73.95097,73.04595
9.45925,9.49638,9.400961,9.021452,8.642931,8.229,7.8165245
1.7020732,1.6822044,1.5054904,0.674205,-0.15671808,-1.4407548,-2.7242115
-33.49131,-34.97309,-36.505642,-36.18505,-35.86481,-35.407127,-34.947826
-36.384552,-35.663353,-34.86374,-35.30469,-35.745453,-35.563557,-35.381157
-11.625249,-11.334778,-11.138393,-11.105715,-11.074873,-10.921508,-10.767407
-13.292851,-12.609581,-11.966272,-11.624611,-11.284415,-13.055027,-14.826895
-57.601795,-58.256325,-58.92568,-59.15131,-59.377182,-59.094513,-58.812187
3.1707554,3.2567844,3.4520192,3.686017,3.919826,3.4046483,2.8917174
-21.999115,-22.252419,-22.63155,-22.498487,-22.365427,-22.790976,-23.215963
-17.24716,-18.33488,-19.40881,-18.763474,-18.118143,-16.988846,-15.859021
40.916393,41.421215,41.896378,42.537277,43.179596,44.214695,45.249454
3.2495785,3.6477032,4.152152,3.8766408,3.6030045,3.675003,3.746544
45.039665,44.55263,44.024593,44.41982,44.816227,46.705948,48.593082
-66.045555,-65.290504,-64.59405,-63.730583,-62.867386,-62.369324,-61.87118
-16.69928,-18.284758,-19.749767,-20.718431,-21.687668,-20.58351,-19.480343
36.276817,35.9306,35.542446,35.336403,35.13074,34.81023,34.492764
0.20758213,0.6487433,1.0275999,2.1325443,3.2391403,2.9362009,2.6341627
-3.0865033,-3.8313172,-4.554405,-5.035714,-5.516637,-6.430729,-7.344225
-21.137865,-21.200058,-21.400026,-22.30442,-23.210592,-23.985025,-24.758062
39.111763,39.12284,38.956924,39.289944,39.623093,38.88826,38.154537
65.096,64.7624,64.49137,62.737755,60.984356,59.302406,57.621384
-2.8910863,-2.4855878,-2.003637,-1.7871665,-1.5692991,-1.9989806,-2.4263735
-15.493662,-16.45709,-17.286806,-17.12326,-16.962315,-16.708622,-16.452763
-19.077457,-18.665344,-18.291138,-18.382122,-18.47293,-19.021236,-19.567963
-27.963402,-28.32827,-28.632444,-28.586748,-28.540806,-27.527712,-26.515093
126.29315,126.075676,126.05363,126.92569,127.79767,128.41316,129.02812
-72.013985,-71.64685,-71.22758,-70.26979,-69.311676,-68.95018,-68.58978
2.5398972,2.6526883,2.8003132,2.9274743,3.0543644,1.8740513,0.69292957
25.08689,25.15622,25.369104,25.576767,25.783712,25.924715,26.065578
-20.161022,-19.972137,-19.67315,-19.881325,-20.09048,-20.70073,-21.313526
-16.663054,-16.323238,-16.03762,-15.60698,-15.177326,-14.819871,-14.463103
23.628212,24.642168,25.610378,25.163937,24.716455,24.128517,23.539326
36.59405,36.12247,35.57314,34.589886,33.6061,33.59731,33.589386
-25.536612,-26.253822,-27.04265,-26.897623,-26.753233,-27.792067,-28.833595
50.690544,51.935467,53.090816,52.966442,52.843754,51.30294,49.761524
3.3680534,4.45435,5.6493917,5.2174993,4.7836156,4.6512947,4.520079
-9.829584,-9.69089,-9.416213,-9.126634,-8.835504,-8.311718,-7.7874293
-8.960354,-9.237985,-9.520119,-10.154649,-10.7885275,-11.160733,-11.532247
4.5573997,4.566609,4.625568,3.0908291,1.5551337,0.41505396,-0.7237123
35.274376,36.439995,37.551,37.729992,37.909237,38.308395,38.707283
79.64103,79.31696,79.10389,77.43757,75.77004,75.16743,74.56377
-77.51056,-77.04587,-76.527275,-76.50674,-76.48716,-76.068,-75.649734
24.800877,25.209354,25.783627,24.959103,24.13668,23.48242,22.826696
16.036806,14.73884,13.50466,13.107612,12.710655,12.542975,12.3766985
67.60075,68.54074,69.63254,69.85212,70.07156,69.41274,68.75437
-55.518578,-55.882145,-56.091015,-56.66423,-57.23824,-56.820454,-56.40518
-32.093433,-32.306168,-32.658604,-32.413532,-32.168137,-31.773752,-31.37951
-46.66739,-47.30715,-47.903374,-47.847225,-47.789852,-46.930153,-46.070934
46.50484,47.50334,48.545704,48.808887,49.071423,48.17088,47.272083
57.662262,57.162704,56.74404,55.718704,54.693398,54.70236,54.710052
-148.35152,-148.76161,-149.23155,-150.46672,-151.70155,-151.84546,-151.98756
39.86298,39.91105,39.983955,40.57229,41.161526,40.972244,40.784004
10.0987625,10.332981,10.707446,10.466179,10.224335,9.667311,9.109012
-75.103485,-76.39039,-77.65062,-78.09095,-78.52877,-79.0687,-79.60783
-32.64947,-33.366653,-34.066437,-32.984512,-31.901915,-31.44047,-30.97843
19.397902,18.52195,17.693655,16.618706,15.543296,14.816235,14.0887985
16.773676,16.610912,16.50319,16.307571,16.112991,16.266333,16.418615
41.961884,43.010868,43.978703,44.342842,44.707363,43.803974,42.8998
-17.991539,-18.137302,-18.385244,-17.956108,-17.527334,-17.01118,-16.496862
-13.695523,-14.079734,-14.560056,-14.571369,-14.582952,-15.025208,-15.466155
-21.386686,-21.103876,-20.824251,-21.19283,-21.562159,-20.944086,-20.326927
-72.385506,-73.241516,-74.062,-73.76779,-73.47364,-73.92001,-74.367294
7.6295304,7.927447,8.176818,7.733729,7.291697,7.0337224,6.775004
