2014 SVI Minority Status Encoding,2015 SVI Minority Status Encoding,2016 SVI Minority Status Encoding,2017 SVI Minority Status Encoding,2018 SVI Minority Status Encoding,2019 SVI Minority Status Encoding,2020 SVI Minority Status Encoding
-17.173067,-17.20917,-17.244337,-17.379717,-17.51571,-17.047197,-16.579279
-38.25815,-38.300762,-38.34483,-38.446163,-38.548157,-38.41984,-38.29378
-20.906496,-21.065012,-21.225164,-20.882101,-20.539474,-20.066208,-19.592514
-12.4387245,-12.540264,-12.641366,-12.729973,-12.818436,-12.700498,-12.581846
18.247625,18.29806,18.348576,18.25707,18.165125,18.223463,18.283262
-12.202463,-12.356902,-12.511797,-12.769279,-13.026702,-12.7011175,-12.374747
-93.44995,-93.11009,-92.77042,-92.86571,-92.961426,-92.72688,-92.49156
35.235397,35.222523,35.209488,35.164314,35.118256,35.13259,35.148624
-23.97712,-24.057863,-24.13702,-24.149097,-24.16275,-24.18045,-24.199245
-61.260548,-61.607475,-61.954025,-61.63073,-61.30717,-61.499226,-61.692818
50.834373,50.84208,50.850967,50.572803,50.294178,50.357838,50.422386
63.600407,63.643047,63.684464,63.50152,63.317738,62.813755,62.309322
-15.391589,-15.233368,-15.074593,-15.113199,-15.150993,-15.331562,-15.512099
11.841047,11.674532,11.507196,11.616794,11.726973,11.793599,11.859302
-67.74373,-67.85039,-67.95656,-67.75608,-67.555725,-67.18921,-66.823395
52.98851,52.91395,52.84076,53.05609,53.27201,53.39509,53.51849
-66.06841,-66.09489,-66.12121,-65.73518,-65.34916,-65.27308,-65.19817
3.848947,3.8472943,3.8461213,3.9128652,3.97965,4.0377784,4.0952497
-11.567029,-11.504411,-11.442759,-11.394382,-11.348507,-11.218496,-11.088138
0.6452478,0.6118015,0.578359,0.6506113,0.72348154,0.37765634,0.031847354
-19.132204,-19.22003,-19.30894,-19.654577,-19.999422,-20.223839,-20.447657
-20.027916,-19.96851,-19.908464,-19.57311,-19.237947,-19.08454,-18.931185
33.717533,33.643105,33.567726,33.633057,33.69752,33.57166,33.445965
-22.905937,-22.988884,-23.071953,-23.161509,-23.249977,-23.29976,-23.349955
-28.099249,-27.972513,-27.846416,-27.979021,-28.110771,-28.115744,-28.119972
-30.277042,-30.562765,-30.849781,-31.036598,-31.222424,-31.007776,-30.792622
17.160759,17.390818,17.620625,18.126621,18.63382,18.278782,17.92429
-10.267753,-10.204595,-10.141439,-9.992006,-9.842075,-9.714673,-9.588186
9.689251,9.513619,9.336613,9.098744,8.859647,9.072605,9.285413
-62.928196,-63.256218,-63.582462,-63.645283,-63.70832,-63.71519,-63.721237
36.64223,36.777702,36.912453,37.01833,37.12403,37.207542,37.290657
62.070053,62.09225,62.11394,62.242012,62.36877,62.59364,62.818775
5.364545,5.177438,4.9904633,5.2216196,5.45319,5.1865826,4.921608
-86.3836,-86.52494,-86.665764,-86.161156,-85.65688,-85.698906,-85.7415
11.9736805,11.9203205,11.86918,11.667539,11.46674,11.815671,12.165676
8.117428,8.50045,8.883017,8.700813,8.518696,9.056589,9.593773
-84.75938,-84.930336,-85.10104,-84.7301,-84.3594,-84.27543,-84.19113
-32.900528,-33.169052,-33.437565,-33.547523,-33.657364,-33.652534,-33.648575
-64.79896,-64.6601,-64.52113,-64.521034,-64.52149,-64.4315,-64.34128
-9.570842,-9.489066,-9.40649,-9.395392,-9.384566,-8.837965,-8.289778
20.546825,20.30116,20.055405,19.907953,19.758877,19.973043,20.186779
-25.87926,-26.103827,-26.326622,-26.19823,-26.070604,-26.023783,-25.977774
-42.26457,-42.425285,-42.585037,-42.757973,-42.9311,-42.617027,-42.303543
-11.254571,-11.070157,-10.885586,-11.210213,-11.535242,-11.496383,-11.456807
-14.5746,-15.140861,-15.7069435,-15.350535,-14.99374,-14.955004,-14.917322
32.09601,31.997204,31.898357,31.5742,31.24958,31.40818,31.566166
-24.958448,-25.153946,-25.349062,-25.355797,-25.36271,-25.26518,-25.166746
6.363215,6.3240695,6.2833457,6.427468,6.5722756,6.704206,6.8369555
7.049696,7.004999,6.9586143,7.2666893,7.5736175,7.609064,7.644335
-30.79594,-30.64571,-30.496407,-30.59953,-30.702747,-30.6725,-30.6423
85.68948,85.72561,85.76148,85.60705,85.453804,85.543816,85.63421
20.31953,20.411816,20.503565,20.634043,20.765125,20.82838,20.890675
31.123924,31.311663,31.499054,31.24302,30.986748,30.691326,30.396004
80.85999,81.050995,81.240814,81.051704,80.86259,80.83963,80.81383
-12.419401,-12.084548,-11.750499,-11.809377,-11.867921,-11.976885,-12.085709
-8.910951,-8.875075,-8.838891,-8.572823,-8.30749,-8.460781,-8.614251
98.49165,98.740036,98.98844,98.82724,98.66705,98.70311,98.73928
-15.900401,-15.939452,-15.979241,-16.051447,-16.123758,-16.261826,-16.40032
-39.654232,-39.46588,-39.276577,-39.02456,-38.773922,-38.867126,-38.960854
-19.10092,-19.070845,-19.042776,-19.036764,-19.030272,-19.011522,-18.99361
-8.811103,-8.977553,-9.14326,-9.053653,-8.964931,-9.193217,-9.4206
70.183464,70.3146,70.44514,70.1119,69.77932,69.83427,69.889854
-108.293945,-108.52374,-108.75189,-108.474365,-108.19727,-107.98835,-107.77937
42.04053,42.21578,42.39184,42.29499,42.19791,41.89046,41.583664
21.510715,21.48898,21.466806,21.462357,21.458477,21.235004,21.012276
29.400036,29.429207,29.459476,29.688614,29.917343,29.93776,29.95706
-20.765316,-20.782043,-20.797613,-20.981544,-21.166882,-21.089493,-21.011044
33.121643,33.30269,33.485706,33.39306,33.29874,33.281067,33.265053
-13.818909,-13.897761,-13.977564,-13.819333,-13.663752,-13.436902,-13.210987
-0.39283407,-0.558452,-0.72330225,-0.44337785,-0.16296996,-0.27994382,-0.39619386
-21.591093,-21.620045,-21.647827,-21.612112,-21.574806,-21.262026,-20.951078
20.51274,20.64618,20.779402,20.416872,20.052263,20.08573,20.119108
57.25142,57.42113,57.59126,57.44549,57.300343,57.49248,57.68586
-55.68058,-55.603046,-55.527332,-55.67153,-55.81396,-56.186104,-56.558052
-9.042182,-8.972393,-8.9035015,-8.6611805,-8.418258,-8.208843,-8.000504
-12.797195,-12.901918,-13.007384,-13.031757,-13.056096,-13.092107,-13.129056
29.844244,29.978682,30.113955,29.86536,29.61795,29.477543,29.336481
-1.7889966,-1.899634,-2.0094452,-1.8749431,-1.7406713,-1.5217344,-1.3030928
-44.287094,-44.292103,-44.29628,-44.041286,-43.78558,-43.97727,-44.168346
-1.4222782,-1.2918489,-1.1623037,-0.8333804,-0.5028483,-0.72651356,-0.9506137
-13.012973,-13.107384,-13.201592,-13.141288,-13.08134,-12.907075,-12.731366
0.21677053,0.03710687,-0.14238894,-0.11757672,-0.09258425,0.13854206,0.36780298
18.863033,18.631012,18.400663,18.165665,17.93054,18.06106,18.191647
-69.699165,-69.71018,-69.72176,-69.26113,-68.799995,-68.54043,-68.28114
-57.844967,-57.710884,-57.574547,-57.78179,-57.989586,-57.839165,-57.69017
27.999136,28.171139,28.342634,28.45006,28.557634,28.425291,28.293028
27.594381,27.529968,27.465275,27.344782,27.224722,27.046337,26.867826
-69.40309,-69.7978,-70.19312,-70.52986,-70.86636,-70.873344,-70.87943
55.630722,55.608303,55.586308,55.60833,55.6294,55.40462,55.180283
37.296673,37.169384,37.041775,37.158344,37.273296,37.416313,37.560497
-21.495377,-21.613628,-21.732101,-21.941313,-22.150824,-21.748571,-21.346546
41.463005,41.564358,41.66589,41.785164,41.904217,41.597984,41.292534
0.91472626,0.6734638,0.43162438,0.24551865,0.057778332,0.16514966,0.27262017
-1.2718666,-1.2182796,-1.16592,-1.4038503,-1.6418741,-1.2920768,-0.9400947
21.35335,21.739038,22.125673,22.210922,22.296278,21.794136,21.29093
-23.192194,-23.251928,-23.310034,-23.035252,-22.760916,-22.728432,-22.694263
38.96958,38.560585,38.151955,38.197083,38.241768,38.388985,38.536064
56.942505,56.93994,56.93737,56.81511,56.692142,56.59715,56.50225
19.143387,18.93074,18.7182,18.93796,19.158644,18.607948,18.056816
0.065904185,0.16366915,0.2626558,0.1006494,-0.060777143,0.13488154,0.3301006
52.17074,52.470375,52.770786,52.62547,52.47945,52.448814,52.417805
61.607693,61.567444,61.52791,61.644062,61.761784,61.43915,61.118057
49.976284,50.146976,50.318184,50.097195,49.87754,49.70381,49.53006
56.146694,56.226707,56.307102,56.028233,55.749363,55.59173,55.434685
-56.89948,-56.96573,-57.033638,-57.041386,-57.049152,-56.876427,-56.703243
-56.623165,-56.382145,-56.140385,-56.212265,-56.28346,-56.192734,-56.10244
-44.792213,-44.991226,-45.19043,-45.039673,-44.889034,-44.628616,-44.368233
-103.64009,-103.48225,-103.32339,-103.48179,-103.64098,-103.81141,-103.979774
11.599877,11.725894,11.851748,11.821997,11.792697,12.148467,12.503376
27.623787,27.650656,27.675163,27.212746,26.751179,27.219452,27.688684
-56.72472,-56.631004,-56.538445,-56.147053,-55.75522,-55.8515,-55.949223
-78.105125,-78.27316,-78.440155,-78.22054,-78.002266,-77.85164,-77.70243
33.96597,34.145927,34.3272,34.319534,34.31129,34.22418,34.136517
-39.18269,-39.27123,-39.360023,-39.074585,-38.789436,-39.172512,-39.556187
-42.526176,-42.34109,-42.15569,-42.378376,-42.60076,-42.646317,-42.690777
60.79244,60.716915,60.639763,60.701317,60.76344,60.66426,60.564323
44.587044,44.6885,44.78856,44.629578,44.470966,44.28887,44.106293
53.260372,53.19578,53.131504,52.93895,52.745506,53.024044,53.302395
15.87579,15.625811,15.375021,15.38369,15.393549,15.269568,15.1445265
29.869833,29.747272,29.625446,29.531088,29.435947,29.85298,30.26857
-47.792515,-47.549778,-47.30631,-47.32786,-47.348774,-47.138844,-46.929485
-9.416146,-9.402489,-9.387467,-9.662269,-9.937468,-9.885517,-9.834189
-29.203436,-29.71034,-30.216982,-29.634737,-29.05351,-29.160769,-29.267103
-60.867413,-60.823685,-60.780296,-60.81493,-60.849876,-60.774014,-60.697113
-23.263565,-23.320656,-23.378063,-23.329636,-23.28243,-23.241034,-23.200205
24.185528,24.045956,23.90636,24.376556,24.847466,25.01589,25.18256
35.353836,35.459457,35.564323,35.449608,35.336548,35.63485,35.933018
-46.511482,-46.899906,-47.289574,-47.472244,-47.656548,-47.64597,-47.634953
11.7630205,11.899392,12.035205,11.951691,11.868438,11.963161,12.0581665
9.906399,9.688288,9.470102,9.434699,9.399667,9.413923,9.428666
-22.108109,-22.125275,-22.142921,-22.154762,-22.166992,-22.337036,-22.506521
-9.695937,-9.692191,-9.686981,-9.457683,-9.229056,-9.327301,-9.424785
32.63591,32.64606,32.6538,32.76102,32.869602,32.78675,32.704346
-65.461716,-65.45928,-65.45787,-65.53057,-65.60323,-65.415825,-65.228424
-31.585466,-31.419878,-31.2545,-31.618507,-31.9833,-31.884647,-31.785536
-19.01511,-19.463411,-19.9102,-20.063671,-20.21496,-20.425491,-20.637705
-3.6766853,-4.0780363,-4.480261,-4.3218226,-4.1644278,-4.5580363,-4.951063
-4.781749,-4.6233025,-4.4647455,-4.421631,-4.3788643,-4.0752077,-3.7719014
-40.18723,-40.299294,-40.41151,-40.222084,-40.033096,-39.513718,-38.99491
-15.140506,-15.222795,-15.305657,-15.451294,-15.598236,-15.75695,-15.914281
-43.887753,-44.13623,-44.385777,-44.55991,-44.73467,-44.24471,-43.75388
12.079654,12.088013,12.095887,12.465195,12.834768,12.823492,12.812468
-41.346455,-41.256027,-41.163933,-41.30157,-41.43753,-41.42913,-41.41937
14.051675,13.997685,13.943025,13.603957,13.265445,13.494151,13.722789
4.7405896,4.7553544,4.769358,5.140862,5.5112596,5.2764,5.0415654
95.73753,95.69792,95.657394,95.467476,95.27843,95.050446,94.8242
-4.880823,-4.7274513,-4.57326,-4.296339,-4.019795,-4.3152633,-4.6103354
83.20245,83.318016,83.432785,83.4413,83.45318,83.28502,83.11766
3.1000006,3.1357667,3.1712928,3.2092001,3.2471168,3.2270567,3.2075636
-8.568256,-8.349602,-8.129017,-8.0807,-8.032583,-8.1359215,-8.239073
25.145496,25.071665,24.997585,24.963007,24.927546,25.387907,25.849085
-22.07079,-22.135008,-22.198809,-22.296906,-22.395346,-22.62309,-22.849232
54.183563,53.78137,53.378223,53.4142,53.44981,53.08559,52.72285
-7.995374,-8.017186,-8.039179,-8.243295,-8.446295,-8.620451,-8.794933
5.9656,6.165365,6.3672285,5.7931094,5.2192183,5.438041,5.658468
43.54931,43.827118,44.104702,44.26792,44.431282,44.302197,44.173088
29.525488,29.79893,30.072262,30.107092,30.142998,30.218481,30.29434
-9.061681,-9.062992,-9.063495,-8.707242,-8.350573,-8.382977,-8.415312
-2.2031226,-2.3245063,-2.4468184,-2.462747,-2.477901,-2.1276927,-1.7790979
-75.27036,-75.38517,-75.50009,-75.655426,-75.8123,-75.828186,-75.84327
43.25032,43.408745,43.567936,43.616676,43.66577,44.126976,44.58619
2.8240354,2.9213502,3.0178888,2.8910196,2.7649553,2.5374696,2.3104637
-76.566864,-76.59448,-76.62231,-76.45136,-76.27945,-76.198,-76.11533
-70.69421,-70.89706,-71.098724,-70.8682,-70.637405,-70.817894,-70.99818
49.24711,49.15685,49.06697,49.06146,49.056984,48.921734,48.786644
-1.0424119,-1.1495858,-1.2573606,-1.3810216,-1.5044681,-1.5953628,-1.6865474
69.1056,69.08572,69.0654,68.93804,68.81221,68.911285,69.01109
-2.5350335,-2.5057824,-2.47635,-2.3575032,-2.2393544,-2.0103714,-1.7795595
-49.00874,-48.959873,-48.911068,-49.02521,-49.140728,-49.310127,-49.481266
-9.980782,-10.053243,-10.124306,-9.94155,-9.759409,-10.02677,-10.2946415
3.1366313,3.233391,3.328523,3.0798867,2.8302786,2.6374533,2.4426863
-60.641666,-60.651943,-60.66302,-60.73807,-60.812546,-60.455826,-60.09829
5.5813875,5.7470784,5.9136324,6.165106,6.41677,6.5327263,6.6481104
-21.875635,-21.952812,-22.02885,-21.760485,-21.49198,-21.858831,-22.224356
-6.3381224,-6.282634,-6.225997,-6.1978483,-6.171237,-6.3259935,-6.4798594
28.261213,28.242538,28.222645,28.135275,28.04783,27.976685,27.905544
-59.486618,-59.63911,-59.79078,-59.7744,-59.75731,-59.57443,-59.39118
40.699867,40.678787,40.65747,40.825523,40.99215,40.645885,40.30072
23.366167,23.323221,23.28066,23.354286,23.428822,23.234545,23.03926
-39.594463,-39.704586,-39.813885,-39.9062,-39.999863,-39.83208,-39.665478
12.004496,12.147707,12.29082,12.257269,12.224101,12.274208,12.32483
48.442795,48.756264,49.068737,48.983143,48.897312,48.863697,48.831356
-32.80073,-33.087296,-33.37388,-33.299244,-33.223553,-33.005886,-32.787334
62.53232,62.626045,62.720863,62.714317,62.70908,62.77614,62.84312
9.648591,9.26775,8.887188,8.8713665,8.856243,9.251963,9.647926
75.46936,75.51284,75.55543,75.247894,74.94061,74.58235,74.22327
-22.562176,-22.348808,-22.136171,-22.067823,-21.999357,-21.72648,-21.454823
3.485064,3.431889,3.3779235,3.4677863,3.556251,3.497252,3.4380212
-6.5627737,-6.7754765,-6.9876776,-6.9342127,-6.8785715,-6.942502,-7.0071287
39.86727,40.150547,40.43384,40.629932,40.82625,40.79538,40.763298
-58.44044,-58.644848,-58.84923,-58.912167,-58.975918,-58.84553,-58.715202
-7.4533033,-7.3039517,-7.1549373,-6.999766,-6.8450003,-6.970602,-7.095601
-38.799015,-38.88893,-38.97921,-38.939262,-38.900246,-38.706367,-38.511665
77.408775,77.544975,77.68319,77.315315,76.94627,76.94912,76.95144
0.047273993,-0.00430453,-0.054547906,-0.118342996,-0.18228686,-0.010692241,0.1619457
-3.1762483,-3.3281121,-3.478544,-3.4674404,-3.4551272,-3.5727642,-3.690028
11.053221,11.411154,11.768557,11.587555,11.406525,11.680401,11.952841
3.4544036,3.589431,3.7247002,3.733023,3.7423477,3.6694007,3.595566
32.26528,32.30229,32.339073,32.644024,32.949146,32.799767,32.64962
35.64298,35.811348,35.97916,35.872677,35.767548,35.68456,35.60257
-40.062054,-39.92856,-39.79413,-39.6282,-39.462963,-39.777355,-40.090008
3.9075458,4.1686997,4.4287457,4.2297807,4.032064,3.8440902,3.6567838
7.9631624,8.140889,8.31907,8.116979,7.914214,8.147586,8.381902
62.3368,62.12702,61.917393,61.848022,61.77755,61.959362,62.14279
19.558273,19.485302,19.4114,19.402943,19.394361,18.832607,18.271488
39.664524,39.783768,39.90312,39.956436,40.00915,39.764706,39.520473
43.05468,43.21013,43.36481,43.530304,43.695797,43.60967,43.5227
-45.762623,-45.8702,-45.9772,-45.244038,-44.51113,-44.511387,-44.511272
-49.26208,-49.350193,-49.43962,-49.434677,-49.430096,-49.368107,-49.30549
54.314903,54.479847,54.644955,54.369602,54.095272,53.66633,53.234768
-94.62431,-94.80316,-94.98101,-95.08017,-95.17923,-95.09294,-95.007065
-4.0692387,-4.0869617,-4.1048203,-4.303171,-4.501877,-4.770067,-5.0382366
2.710797,3.0409343,3.3715265,3.2420928,3.1126373,3.1093404,3.106591
-90.44697,-90.51679,-90.58653,-90.51953,-90.45324,-90.37361,-90.291824
-37.165474,-37.244194,-37.32472,-37.167267,-37.00977,-37.07144,-37.13248
5.5258975,5.566433,5.605763,6.027325,6.448838,6.5559297,6.6630864
-10.616228,-10.558284,-10.500817,-10.227462,-9.953733,-10.138113,-10.323004
-53.022007,-53.338154,-53.653667,-53.04642,-52.440544,-52.41019,-52.381107
79.71887,80.11759,80.51577,80.11745,79.71926,79.75846,79.79774
-4.401077,-4.3387976,-4.277922,-3.9696734,-3.6625397,-3.6963637,-3.7296054
-35.426693,-35.40053,-35.373337,-35.468742,-35.56477,-35.6343,-35.704403
-18.79798,-18.844923,-18.893305,-18.69718,-18.500826,-18.796652,-19.091501
48.95393,49.0185,49.084656,49.05306,49.02037,48.962124,48.903744
-55.7266,-55.759224,-55.791924,-55.856842,-55.921238,-55.812412,-55.70354
-42.655243,-42.448685,-42.240135,-42.46865,-42.696846,-42.469193,-42.239635
-55.428284,-55.486046,-55.543358,-55.13719,-54.731434,-54.675816,-54.619293
88.99903,89.28582,89.57053,89.48861,89.40659,89.25939,89.11258
-22.17998,-22.378353,-22.5773,-22.712585,-22.847414,-23.048645,-23.250961
56.772507,57.072414,57.3708,57.297344,57.22387,57.087788,56.952602
-40.968105,-40.958107,-40.949684,-40.7633,-40.577652,-40.66984,-40.76252
-70.09854,-70.243126,-70.39038,-70.21117,-70.03082,-69.97104,-69.911194
-49.44634,-49.432076,-49.417835,-49.251625,-49.085613,-49.305878,-49.526012
10.168299,10.330509,10.492297,10.337684,10.182451,9.730497,9.278446
-5.754791,-5.717649,-5.6811233,-5.5415196,-5.40225,-5.519379,-5.637957
62.509163,62.688126,62.86653,62.417248,61.96788,62.540657,63.11329
37.84754,37.95911,38.07083,38.26763,38.464893,38.50541,38.545464
8.708318,8.770304,8.832344,9.275279,9.719987,9.710113,9.700857
80.1845,80.296,80.40757,80.40298,80.399376,80.45048,80.49984
-62.08706,-62.288094,-62.488,-62.89395,-63.300087,-63.125847,-62.952362
5.757502,5.630298,5.5022464,5.5186906,5.534905,5.3333917,5.133736
4.359947,4.6220036,4.8831654,4.742626,4.6018944,4.398203,4.1961
29.124596,28.97324,28.822021,29.11137,29.400257,29.34262,29.28394
-9.703752,-9.934951,-10.1676,-9.810212,-9.45123,-9.518247,-9.583982
-14.393701,-14.444802,-14.496247,-14.06358,-13.629855,-13.803349,-13.97636
19.545404,19.651972,19.758644,19.752527,19.74617,20.158792,20.570944
92.2953,92.300934,92.307076,92.304665,92.302475,92.142456,91.98368
-2.017738,-1.9261615,-1.8358629,-1.6414897,-1.4468353,-1.2398412,-1.0322425
24.928675,24.947662,24.9666,24.988934,25.011827,25.01725,25.023876
1.4761523,1.4905137,1.5044664,1.5340894,1.5634149,1.8652235,2.1675987
-67.230644,-67.487434,-67.74497,-68.07547,-68.40541,-68.292656,-68.17915
-7.7261853,-7.7656837,-7.8064017,-7.941295,-8.075175,-8.209997,-8.344529
12.686512,13.081926,13.476177,13.292655,13.108619,12.987761,12.867123
-73.70791,-73.72537,-73.742935,-73.79236,-73.84263,-73.8814,-73.91803
-22.056139,-21.736847,-21.417414,-21.526123,-21.633284,-21.656363,-21.68061
-0.4962204,-0.6956709,-0.8942221,-0.9097603,-0.92599136,-0.55280334,-0.18017943
-108.37715,-108.33264,-108.288376,-108.018906,-107.750084,-107.57915,-107.40753
19.24178,19.55006,19.858494,20.18594,20.512583,20.100555,19.689093
65.54247,65.33643,65.13119,65.07818,65.02599,64.597115,64.169075
-5.8468356,-5.7163806,-5.587088,-5.7041955,-5.8203645,-5.4694266,-5.1175275
-3.5283635,-3.8417046,-4.153799,-4.4213653,-4.68953,-4.7775106,-4.8650527
24.39984,24.465256,24.531778,24.364346,24.196936,24.5124,24.828754
-23.22128,-23.256655,-23.290775,-23.019804,-22.748096,-23.193403,-23.637882
-58.91343,-58.80753,-58.701687,-58.680122,-58.65809,-58.656822,-58.657364
6.095945,5.9651604,5.83468,5.9896817,6.1448674,6.216679,6.2889905
-36.15831,-36.16429,-36.169735,-36.353325,-36.538094,-37.123283,-37.70879
43.814495,43.63444,43.453663,43.030525,42.608177,42.52109,42.434673
-70.252556,-70.48128,-70.709625,-70.67682,-70.64481,-70.72481,-70.804886
11.122853,11.143727,11.163756,11.311498,11.460629,11.527024,11.593778
-39.03035,-39.075592,-39.120216,-39.288406,-39.457447,-39.60726,-39.757996
95.053276,95.055664,95.05637,94.70778,94.35779,94.11534,93.87175
38.73352,38.94709,39.159542,38.708122,38.256,38.132595,38.009045
1.2179497,1.0497817,0.88316333,0.5529822,0.2234362,0.63703144,1.0503377
33.375874,33.298637,33.221706,33.340916,33.46034,33.286594,33.112827
33.190556,33.13472,33.078533,32.938786,32.798573,33.07684,33.35371
54.354183,54.51267,54.67187,54.641235,54.610886,54.45817,54.305927
-23.157001,-22.951048,-22.747232,-22.652073,-22.556335,-23.066004,-23.576212
-75.28196,-75.39716,-75.51284,-75.40771,-75.30361,-75.25811,-75.212746
-29.677633,-29.679132,-29.68019,-29.858595,-30.035826,-29.763845,-29.49137
-37.545723,-37.579247,-37.61376,-37.56977,-37.526283,-37.59469,-37.663353
22.496632,22.520075,22.545288,22.283108,22.02282,22.234114,22.4451
4.696202,4.770018,4.843371,4.755549,4.6679425,4.581406,4.492886
-46.5195,-46.26126,-46.002796,-46.318287,-46.634483,-46.732414,-46.829933
-63.020004,-63.063965,-63.10913,-63.063385,-63.016678,-62.99049,-62.964058
41.957176,41.841503,41.72584,41.955864,42.18625,41.828903,41.474228
65.59103,65.27386,64.95692,64.76992,64.583244,64.30569,64.0292
-47.37201,-47.460564,-47.549355,-47.622826,-47.696697,-47.91466,-48.13237
-53.86237,-53.699986,-53.538,-53.84806,-54.15832,-54.13393,-54.110676
-64.7319,-64.69349,-64.6553,-64.4278,-64.20244,-63.974815,-63.748817
-35.69584,-35.96171,-36.227165,-36.147808,-36.068535,-36.183865,-36.300014
8.607089,8.442395,8.278804,8.46046,8.641994,8.368075,8.092507
-87.67375,-87.40639,-87.138626,-86.85502,-86.572914,-86.81727,-87.061646
-62.787792,-62.8288,-62.86917,-62.92475,-62.978054,-63.24378,-63.509644
-7.2374244,-6.990743,-6.7449155,-6.964252,-7.1823974,-7.0520625,-6.922235
-19.8394,-20.13373,-20.426516,-20.41369,-20.400145,-20.281878,-20.16394
25.188107,25.36308,25.53637,25.68675,25.83708,25.680155,25.524178
82.72468,82.6903,82.65657,82.62514,82.592834,82.29395,81.99504
-45.188656,-45.222378,-45.255825,-45.050945,-44.845703,-44.694527,-44.54204
22.589981,22.74534,22.901934,22.919811,22.938345,22.657833,22.377592
96.9313,97.011826,97.09119,97.22241,97.355095,97.206085,97.05649
39.599354,39.568424,39.5358,39.304314,39.0731,39.509277,39.94351
-13.024393,-13.206531,-13.387726,-13.285774,-13.183886,-13.083543,-12.983331
13.208382,13.155937,13.101805,13.3675,13.633216,14.044792,14.456549
-90.683975,-90.938324,-91.19351,-91.021805,-90.85105,-90.8502,-90.84924
49.424484,49.235943,49.048126,49.013355,48.980297,48.95929,48.938393
-8.4138975,-8.227384,-8.040266,-7.997822,-7.9542637,-7.8113356,-7.6676397
90.836174,91.03489,91.236,91.31156,91.3886,91.49558,91.60235
45.73882,45.94841,46.15696,46.196247,46.23746,45.97473,45.71237
48.968197,49.209522,49.450455,49.019295,48.58599,48.295193,48.0051
-21.095003,-21.55038,-22.005318,-21.54577,-21.0865,-21.27272,-21.4601
116.74011,117.042206,117.34393,117.21102,117.07702,116.789444,116.5021
47.675297,47.587997,47.50079,47.719654,47.938374,47.801132,47.663868
-11.926349,-12.164953,-12.403773,-12.295891,-12.187838,-12.172144,-12.154237
38.441868,38.34089,38.238808,38.391087,38.54275,38.6767,38.80952
-7.1481385,-6.984019,-6.8187175,-7.1414332,-7.465983,-7.4970694,-7.5267534
-9.876953,-9.995041,-10.114149,-9.903807,-9.693729,-9.864627,-10.036836
38.55592,38.68025,38.80291,38.82229,38.840015,38.657825,38.478134
82.34825,82.65426,82.9599,82.89067,82.82153,83.144135,83.46677
-7.8959355,-8.061617,-8.227277,-8.26008,-8.291789,-8.206239,-8.120813
-30.305902,-30.478266,-30.65101,-30.674515,-30.697168,-30.63088,-30.567469
5.71238,5.8080726,5.903197,5.4069037,4.9097095,4.7470355,4.582461
12.829084,12.843227,12.858266,13.074348,13.290802,13.760629,14.230216
-10.564268,-10.551039,-10.538265,-10.519371,-10.501931,-11.014418,-11.526251
-6.4280972,-6.2681785,-6.1077504,-6.273703,-6.4410515,-6.4633293,-6.4866786
4.145382,4.1702967,4.194504,4.1231174,4.051896,4.1572275,4.264285
40.086113,40.19055,40.298264,40.463135,40.628235,40.27673,39.92449
-71.4425,-71.731514,-72.01937,-71.67723,-71.33585,-71.05945,-70.782196
-1.0459628,-1.1559196,-1.2644958,-1.0581388,-0.85154015,-0.8094917,-0.76833683
93.14114,93.26996,93.39881,93.15585,92.91349,93.26827,93.62137
3.324381,3.3694746,3.4146388,3.3142722,3.2122023,2.7450058,2.2794468
-77.47991,-77.22932,-76.97884,-77.11444,-77.25047,-77.38189,-77.51179
10.742912,10.57598,10.408103,9.989525,9.5701275,9.775889,9.981136
41.150795,41.171795,41.19221,41.22383,41.25634,41.126633,40.997467
-42.50266,-42.46201,-42.422268,-42.483463,-42.54534,-42.89521,-43.244923
-9.130781,-9.245575,-9.358511,-9.407707,-9.456266,-9.455637,-9.454901
9.41578,9.705199,9.993033,9.467088,8.941785,9.003358,9.06458
