2014 SVI No High School Diploma Encoding,2015 SVI No High School Diploma Encoding,2016 SVI No High School Diploma Encoding,2017 SVI No High School Diploma Encoding,2018 SVI No High School Diploma Encoding,2019 SVI No High School Diploma Encoding,2020 SVI No High School Diploma Encoding
-5.452684,-5.806742,-6.161435,-5.9233093,-5.6840963,-6.320053,-6.9543886
9.265805,10.361354,11.45782,11.185301,10.913766,11.125141,11.33717
-64.33771,-64.21185,-64.08502,-63.366856,-62.64749,-62.03003,-61.412907
7.345279,6.78844,6.230806,5.5649047,4.8986125,5.0354342,5.17386
-23.112427,-23.215368,-23.317253,-24.40077,-25.48383,-25.077894,-24.670992
-90.86134,-91.91694,-92.9729,-92.269585,-91.564476,-91.80526,-92.04614
66.29244,65.89733,65.50192,65.46877,65.43416,65.89339,66.35352
63.385475,63.183598,62.981403,62.572186,62.162224,62.816696,63.47234
-32.924793,-32.851974,-32.778454,-32.674225,-32.57079,-31.735916,-30.90034
-11.305816,-10.595026,-9.883834,-9.60641,-9.328891,-9.628461,-9.928087
6.101033,6.1055813,6.1091013,6.3217554,6.5348597,5.331498,4.1277847
1.5072498,1.6592658,1.8113966,1.6523285,1.4920897,0.5798878,-0.33244377
-47.620655,-48.3857,-49.15059,-50.77316,-52.397705,-52.5283,-52.659603
16.864115,17.889383,18.91361,18.746462,18.580635,19.540619,20.500586
76.51373,76.684616,76.85481,76.341354,75.82664,76.90198,77.97646
11.813959,11.479174,11.141924,11.041122,10.939638,11.2634945,11.588758
43.519627,44.057068,44.595314,44.674137,44.753754,44.77994,44.806866
33.95554,34.573402,35.19009,36.59151,37.9929,37.96005,37.92686
49.33217,49.590557,49.849865,50.489594,51.12885,51.598415,52.06943
-55.10079,-54.498928,-53.897457,-54.424038,-54.95014,-55.649746,-56.349796
7.47322,7.8466544,8.219739,7.785601,7.3518643,6.920745,6.4897203
7.8472595,8.31917,8.791598,8.38526,7.978613,7.36069,6.7407293
63.436268,63.52616,63.615334,62.496407,61.37543,60.81496,60.254723
-35.57849,-35.452454,-35.326763,-35.282505,-35.238907,-35.298397,-35.359364
63.47209,64.00228,64.53202,64.73615,64.94074,65.87765,66.815735
4.1057005,4.3829117,4.658763,4.860324,5.0613403,3.7403433,2.4195993
66.37393,67.1602,67.94578,67.830505,67.71546,67.87465,68.03361
-3.6156752,-4.2464204,-4.8777585,-5.774672,-6.6711335,-6.8866277,-7.1026235
78.44798,77.78315,77.118195,76.32586,75.53469,76.59439,77.65334
-64.39886,-64.314995,-64.23086,-63.015423,-61.79967,-61.807816,-61.816753
-39.14244,-38.404392,-37.666275,-37.555138,-37.44288,-37.369488,-37.296684
-12.702053,-12.879055,-13.056507,-12.40987,-11.764475,-12.300395,-12.8375225
88.83271,88.5652,88.297386,87.98362,87.67141,86.93524,86.1973
-22.788713,-24.27353,-25.75999,-24.768265,-23.776325,-24.219074,-24.661148
-2.0562568,-1.6275647,-1.198631,-0.971524,-0.7440474,-1.822052,-2.8994489
8.717739,8.636391,8.554117,8.611082,8.667335,8.136141,7.604503
79.01419,78.79993,78.586006,77.70911,76.833466,76.443634,76.0542
36.163227,36.463615,36.763683,36.70772,36.65179,35.892773,35.131847
70.178764,70.786865,71.39621,71.08368,70.771034,69.74372,68.715454
-2.564365,-2.5658946,-2.5674682,-3.2367215,-3.9067397,-3.6176229,-3.3279843
4.41929,3.6815047,2.943643,2.299066,1.6555341,1.9225897,2.1918616
-41.589996,-40.31904,-39.047264,-38.636353,-38.22477,-38.513645,-38.80043
-70.719055,-69.88525,-69.050545,-68.48037,-67.90945,-67.94351,-67.978615
37.1196,37.217987,37.31458,37.52083,37.72834,38.624084,39.52085
21.5341,22.389172,23.242937,22.532124,21.822994,21.693611,21.56389
1.1212188,0.6635925,0.20490947,0.3723108,0.53951186,1.5019876,2.4646018
-27.383492,-27.21729,-27.05141,-26.479578,-25.90806,-24.90065,-23.89274
74.69177,74.71973,74.74916,73.48255,72.215065,71.91811,71.6214
-126.0709,-126.77791,-127.4856,-126.31321,-125.142006,-124.11292,-123.08544
-7.8891206,-7.160066,-6.430368,-6.9875197,-7.54501,-7.846144,-8.145355
70.22776,70.114685,70.000305,69.30903,68.619225,68.900795,69.1839
-33.809208,-33.7686,-33.725033,-33.297615,-32.86906,-32.60907,-32.349087
-20.956993,-21.158909,-21.360619,-21.086779,-20.812872,-20.949524,-21.086996
-9.371878,-8.775219,-8.177976,-7.8520017,-7.5249944,-6.9520965,-6.378327
-37.33647,-37.290924,-37.24504,-36.362736,-35.48066,-35.425724,-35.371853
-58.64783,-58.405365,-58.162766,-58.06471,-57.9672,-59.092754,-60.21941
36.711586,37.509655,38.30817,39.119225,39.929382,40.80265,41.676537
28.787457,28.416279,28.044395,28.864902,29.684803,29.173658,28.662083
-4.325061,-5.0019464,-5.6785297,-5.0227394,-4.365286,-2.9770882,-1.5890009
53.325367,53.315487,53.305862,53.151882,52.996628,53.450275,53.902546
9.03375,8.562656,8.091882,7.8433647,7.595725,7.7012477,7.8084393
-48.17837,-48.821445,-49.465595,-49.252766,-49.0388,-48.416187,-47.79508
90.887924,90.99639,91.10584,91.00469,90.904625,90.58677,90.27012
-12.500612,-12.115894,-11.73156,-11.917244,-12.102917,-11.379918,-10.656178
-80.518425,-80.40209,-80.285484,-79.2597,-78.23377,-78.17647,-78.11993
-2.4653878,-2.4137406,-2.3632693,-1.6125588,-0.8615107,-0.7795338,-0.69807094
-16.726067,-16.595343,-16.464478,-16.23386,-16.004251,-16.037899,-16.071009
-19.3009,-18.93962,-18.57881,-17.67023,-16.763155,-17.67142,-18.581076
-68.80206,-68.64717,-68.49139,-68.053215,-67.613075,-68.55336,-69.4925
83.481636,83.82055,84.159035,83.37544,82.591805,82.66923,82.74795
-8.762055,-8.490991,-8.219188,-7.713554,-7.2082744,-7.5952735,-7.9823413
-6.340761,-6.237072,-6.133379,-5.6698074,-5.2064457,-4.9195747,-4.6328144
16.585928,16.858973,17.132261,17.103537,17.076727,16.887774,16.699392
-36.31748,-35.959026,-35.600197,-35.199657,-34.797802,-33.987915,-33.178833
70.024216,70.01779,70.01375,69.74993,69.48625,69.409,69.3313
-52.507538,-52.552723,-52.599354,-52.175568,-51.751907,-51.051815,-50.35356
57.69154,57.603855,57.515278,57.211754,56.90953,56.60596,56.302876
2.2793279,1.9662625,1.6533858,0.54273665,-0.5687593,-0.5366634,-0.50513494
14.138161,13.69031,13.242365,12.904554,12.566177,13.0274105,13.4860735
-44.023384,-44.296196,-44.568268,-44.790974,-45.0122,-44.94027,-44.86867
3.1145732,3.1861675,3.2568653,2.7862422,2.317252,2.5633895,2.810027
74.376656,73.825905,73.27451,73.55749,73.8431,74.12211,74.40246
3.2026417,3.9593956,4.715408,5.0755,5.434688,5.2414336,5.0468135
11.951363,12.028213,12.102855,11.029146,9.9544,9.946342,9.938805
-1.2842811,-1.1111797,-0.9385609,-0.4268555,0.08499676,0.6857982,1.2847592
21.66443,21.090097,20.514624,19.750801,18.987852,19.961714,20.934809
-36.643837,-37.84776,-39.05178,-39.287674,-39.523495,-39.756226,-39.988438
-77.030014,-76.49205,-75.95369,-76.13689,-76.320526,-76.02907,-75.73574
1.8417906,1.5973548,1.3520783,2.1319911,2.9127786,2.9017828,2.8910968
-11.992132,-12.903055,-13.814055,-13.482931,-13.151547,-12.770837,-12.38965
45.61452,45.671124,45.7289,45.44782,45.16638,45.970688,46.774128
3.2712486,3.5813959,3.8890836,4.5481715,5.207687,5.7873893,6.3677306
-148.16963,-148.7393,-149.31056,-147.8606,-146.40926,-145.98076,-145.55438
-3.3225963,-3.5107224,-3.6984365,-2.8904974,-2.082085,-2.607786,-3.13263
-5.1986003,-5.4799323,-5.7611766,-5.529905,-5.297176,-4.7745795,-4.2517695
39.76155,39.182213,38.603817,38.373886,38.143036,39.413284,40.684883
-71.27733,-71.17434,-71.07225,-71.23858,-71.40633,-71.11161,-70.817024
1.5069659,1.7748568,2.042248,1.7264559,1.4086955,2.4920733,3.5763361
-60.727734,-60.29223,-59.855793,-59.44117,-59.023197,-58.623493,-58.22353
-2.2948341,-3.0706048,-3.8446321,-4.344144,-4.844105,-4.376881,-3.909449
-70.09587,-69.76765,-69.44077,-68.820625,-68.198875,-68.462845,-68.72788
75.48988,76.26551,77.04037,77.04564,77.04984,76.03741,75.025665
-98.60832,-99.0263,-99.444145,-99.8066,-100.16903,-99.69195,-99.21517
2.9513118,4.0055547,5.060039,4.710459,4.3592925,4.4141455,4.4694066
17.031271,16.390278,15.748456,15.9642515,16.180197,15.93154,15.68435
79.17938,79.6176,80.05554,79.11479,78.17352,77.72155,77.27053
-48.847195,-48.25832,-47.66886,-47.78662,-47.906116,-47.81148,-47.716537
45.80318,45.75567,45.709614,45.698357,45.688545,45.14071,44.593357
-41.38603,-41.31533,-41.245037,-41.247513,-41.249836,-41.465157,-41.679688
-45.149136,-44.644413,-44.140377,-44.222942,-44.305058,-45.150845,-45.99683
99.20378,99.82487,100.44394,99.84878,99.25324,98.54137,97.82953
-61.512585,-60.558556,-59.605293,-60.000282,-60.396553,-60.899265,-61.401867
-51.504646,-52.142365,-52.778152,-51.943264,-51.108788,-50.3146,-49.519783
6.8064704,6.6536837,6.499006,7.313302,8.128269,8.642913,9.15824
-24.828287,-25.705034,-26.582226,-25.456846,-24.331762,-24.180897,-24.03107
29.094318,28.953535,28.812744,28.632126,28.452526,28.621754,28.790352
27.908627,27.945547,27.983047,28.066586,28.151348,28.043274,27.936493
5.430097,5.886824,6.344153,5.4174695,4.4913697,4.471085,4.4502306
22.863361,22.530882,22.199036,21.489666,20.78063,20.374886,19.968708
1.1604909,1.206827,1.2548245,1.0170821,0.78015697,0.6543225,0.5285224
11.891618,11.545562,11.2004,11.699173,12.196754,12.848809,13.499661
-52.517162,-52.723934,-52.93061,-52.931408,-52.93089,-52.979595,-53.029507
-12.429706,-12.184365,-11.938827,-12.243638,-12.5476675,-13.037395,-13.527848
0.25356248,0.75918007,1.2633424,1.7638106,2.264701,2.7662125,3.2681465
46.28162,46.450325,46.61961,46.104378,45.588623,45.641846,45.69554
75.00383,75.15076,75.29718,75.000786,74.70375,74.395325,74.08937
15.950065,15.998708,16.048544,15.830321,15.61155,15.660796,15.708869
54.598057,54.648666,54.700775,54.976284,55.252037,55.269306,55.28746
62.646774,62.103592,61.562077,60.516647,59.471344,60.041607,60.613495
111.609,110.979614,110.349686,109.937546,109.526,109.92296,110.3208
0.29797667,-0.045751877,-0.39077264,-0.7117856,-1.0350584,-1.1301483,-1.2273554
49.11972,49.214146,49.30798,49.186367,49.064766,47.62681,46.18854
56.971893,57.44412,57.91732,57.3363,56.75658,57.47815,58.200462
15.843029,15.898861,15.952839,15.159583,14.365414,13.983234,13.603667
5.769562,5.8662596,5.961731,5.6745286,5.3861985,4.840193,4.293777
73.952034,73.83254,73.71393,73.10294,72.49006,72.07377,71.65873
18.648731,18.819191,18.989641,19.006788,19.02294,18.87866,18.734491
1.1011268,1.4216112,1.7431368,1.5747565,1.406674,0.6709794,-0.0650109
5.08975,5.856135,6.622006,6.824286,7.0267816,6.8965144,6.76701
14.060425,13.339339,12.617888,12.506979,12.395312,12.031831,11.669186
41.98607,43.26599,44.54487,44.817272,45.09057,45.103424,45.11625
53.97335,54.458702,54.94373,55.01832,55.091568,55.04443,54.997414
-50.702324,-49.974808,-49.24769,-48.405884,-47.566475,-47.42677,-47.28672
2.7027245,2.409752,2.1170502,2.291397,2.4643936,2.022375,1.5805569
46.84362,47.407772,47.973793,47.93556,47.90013,47.439655,46.97955
24.655407,24.051498,23.447708,23.711557,23.973537,24.630014,25.286787
-85.45442,-85.19226,-84.93033,-84.7081,-84.48484,-85.3931,-86.30196
124.68414,124.85304,125.02121,124.530556,124.038025,122.531265,121.02604
3.0195806,3.2972028,3.5746572,3.984678,4.394058,3.9848707,3.574888
25.344173,25.497658,25.652576,24.554283,23.455124,24.18143,24.908092
-6.0205874,-5.4411635,-4.8623466,-4.8162384,-4.768711,-5.67154,-6.575387
56.454067,57.487118,58.522003,58.093975,57.667088,57.636723,57.607357
-42.46109,-41.573357,-40.68595,-39.987453,-39.28876,-39.01729,-38.74646
78.85473,79.532555,80.20971,79.96243,79.714,80.022606,80.33115
14.955221,14.269361,13.582753,14.160367,14.737108,15.505312,16.272633
8.581138,8.942641,9.303708,10.267699,11.232621,11.818122,12.4058485
-41.466393,-41.978745,-42.490894,-42.2984,-42.105747,-41.372055,-40.639843
-83.50839,-83.54275,-83.578476,-83.295296,-83.01229,-82.76893,-82.52776
-46.904648,-47.25197,-47.60083,-47.37769,-47.155136,-46.361797,-45.570072
-29.910614,-30.298153,-30.686522,-30.734026,-30.78048,-30.50386,-30.226757
13.732863,13.46126,13.189645,13.034011,12.87828,12.763861,12.649491
12.219934,12.00925,11.798793,11.410147,11.020408,11.54748,12.07487
46.762203,46.968662,47.175556,47.312202,47.450867,47.599632,47.748745
-18.666807,-18.151152,-17.635014,-17.838789,-18.042253,-18.361847,-18.681444
13.023757,13.541652,14.061135,14.024917,13.988407,13.043772,12.099254
34.52056,35.478355,36.436287,36.6167,36.79971,36.019794,35.238316
5.8128242,5.9754105,6.1376543,6.646925,7.15627,7.6966343,8.236857
69.764175,69.27295,68.78227,68.21794,67.65215,67.731544,67.81256
18.988058,18.103659,17.219038,17.055332,16.890917,17.213823,17.537073
39.79135,40.786194,41.78067,41.57509,41.370716,41.18014,40.990055
63.731472,64.02812,64.32603,64.93943,65.55248,65.042336,64.53364
12.208056,12.537728,12.86922,12.815793,12.762227,12.290801,11.817775
13.940196,13.905496,13.871249,13.318506,12.765242,13.860415,14.957254
12.739209,13.213208,13.687102,14.405986,15.123529,14.50822,13.89404
-67.38048,-67.86692,-68.35297,-68.61377,-68.87638,-69.064674,-69.25401
-49.26596,-49.541584,-49.8181,-49.494003,-49.169983,-49.069298,-48.968987
-0.78101385,-1.0297893,-1.2777113,-1.6511654,-2.0252135,-2.28591,-2.5455124
4.9275618,4.9132338,4.8987646,4.759116,4.6196947,5.3531485,6.088542
-50.05045,-50.698677,-51.34554,-50.90469,-50.463802,-50.100048,-49.738148
23.24276,23.016224,22.788578,22.453074,22.116287,22.464367,22.81443
111.95958,111.97672,111.993195,111.35688,110.71913,110.80546,110.89393
30.001177,30.706547,31.413776,30.6488,29.884691,29.777802,29.670416
23.504957,23.788137,24.070883,24.38842,24.705936,24.88526,25.064613
65.45155,65.72249,65.994,66.45561,66.91757,67.00836,67.099396
39.263943,38.559475,37.85628,37.57203,37.2864,38.796345,40.307064
-54.742157,-54.69143,-54.63874,-54.62242,-54.606445,-54.671867,-54.738544
-85.189285,-85.51088,-85.83245,-85.10211,-84.36999,-83.76094,-83.15294
10.04981,9.501117,8.951649,9.031723,9.112916,9.005006,8.897907
-21.324709,-21.887865,-22.449251,-21.806393,-21.163855,-20.777866,-20.391413
11.906897,12.332457,12.757864,12.723141,12.688934,12.919667,13.151114
22.968523,23.105604,23.242239,24.485874,25.729486,26.755024,27.779669
69.84159,70.238525,70.63586,69.905754,69.17468,68.31525,67.455894
-8.8508415,-9.350054,-9.850972,-10.016831,-10.182241,-10.192123,-10.201129
-21.785248,-21.744379,-21.703716,-21.366245,-21.027576,-20.469475,-19.91166
33.98583,33.91728,33.84844,33.514305,33.181774,33.279663,33.379513
66.07733,66.33577,66.59464,66.651955,66.70795,66.56152,66.414314
-26.488544,-27.08366,-27.678509,-27.695454,-27.713875,-27.194832,-26.676064
28.936722,29.373203,29.809433,29.696655,29.583473,29.378723,29.175362
-3.2575333,-3.4888089,-3.721357,-3.3071392,-2.8923676,-2.6106975,-2.330066
57.891674,57.862286,57.833923,56.89179,55.949566,56.048504,56.147923
-2.6619172,-2.3245614,-1.9863149,-1.5779918,-1.1694854,-0.34404546,0.48175782
-49.794563,-50.30606,-50.81888,-50.86653,-50.913776,-50.984127,-51.055244
-4.4749565,-4.037197,-3.5987375,-2.6720865,-1.7466277,-2.664089,-3.5823877
-13.938889,-13.505003,-13.070946,-12.844932,-12.617846,-12.784964,-12.950863
40.575336,40.19652,39.81701,39.294525,38.770947,39.706745,40.6436
-49.344532,-49.653564,-49.963417,-49.055065,-48.147392,-49.188046,-50.22948
-21.79925,-21.755308,-21.710243,-21.658333,-21.606941,-21.140709,-20.675976
-21.611685,-21.546265,-21.480661,-21.791178,-22.101755,-21.871546,-21.642483
-85.01801,-85.550545,-86.083,-85.93301,-85.78344,-84.304054,-82.82595
41.588192,42.0266,42.464943,42.447723,42.43221,41.551243,40.669567
-63.971596,-63.588493,-63.2052,-62.955788,-62.707573,-61.828747,-60.95025
32.479893,32.287266,32.091896,33.31517,34.538578,34.403694,34.267155
-28.726276,-28.537626,-28.349283,-28.910116,-29.471216,-29.29651,-29.121729
18.83542,19.17274,19.509691,19.573313,19.637114,18.900927,18.166355
-1.5261513,-1.7727982,-2.0216575,-2.383985,-2.7469993,-3.5385756,-4.3315864
-13.158954,-13.336121,-13.5142975,-13.128337,-12.741332,-12.435969,-12.131204
-57.43068,-57.127964,-56.82611,-55.788776,-54.751266,-54.680553,-54.6095
-3.6367693,-3.9738607,-4.3102217,-3.2894125,-2.268386,-2.015605,-1.7620267
-87.38733,-87.36468,-87.342606,-86.80687,-86.27182,-85.57865,-84.884285
4.2712107,4.088328,3.9043317,4.1383495,4.3743443,4.0945654,3.8148456
-80.82358,-80.93523,-81.04707,-80.64432,-80.239716,-79.70136,-79.16333
-37.581345,-37.760616,-37.940933,-37.724716,-37.510414,-37.503048,-37.49547
-51.382812,-51.89158,-52.398155,-52.388268,-52.379105,-52.181595,-51.98317
47.27787,47.058826,46.83832,46.14928,45.45855,46.379173,47.299385
-19.153025,-19.659117,-20.165617,-20.670813,-21.17716,-20.18359,-19.189394
46.417137,45.98333,45.548424,45.818985,46.08958,45.025566,43.96302
-5.794012,-6.357273,-6.918667,-7.1679897,-7.416315,-7.387747,-7.358965
24.031313,23.101423,22.171669,22.79748,23.42299,24.117346,24.810373
112.3913,112.54235,112.69282,112.36213,112.03236,110.66801,109.30511
-1.0846229,-1.0292478,-0.9751163,-0.9785047,-0.98246247,-0.8140388,-0.6469303
9.656113,9.445694,9.23685,8.225714,7.2131534,6.9372935,6.662371
-10.279968,-10.823757,-11.368307,-11.831417,-12.29511,-13.554805,-14.815228
-134.46529,-134.69449,-134.92177,-135.01158,-135.10178,-134.08128,-133.0613
-3.2459736,-4.092681,-4.938798,-5.117694,-5.297078,-4.394347,-3.4921637
-64.003456,-63.329666,-62.65527,-61.710575,-60.765873,-60.445614,-60.12566
8.5154295,8.634547,8.752597,9.27409,9.795362,9.643034,9.489732
-25.564548,-25.280031,-24.997217,-24.865744,-24.735313,-25.522297,-26.310316
14.484985,14.610472,14.737671,15.373234,16.009882,15.944649,15.879623
4.5143495,4.310275,4.107241,5.1910048,6.2736697,5.978334,5.682505
13.944738,13.084711,12.223999,12.330919,12.437451,13.216677,13.996726
18.090057,17.775818,17.462763,17.594097,17.724445,17.428146,17.131168
-95.69146,-95.71038,-95.72699,-95.384026,-95.04088,-94.27986,-93.51891
-78.092285,-78.11561,-78.13773,-77.88832,-77.63981,-77.37305,-77.10649
-17.188185,-17.141905,-17.095915,-16.654112,-16.211786,-15.557644,-14.902246
-62.355495,-63.179188,-64.004234,-63.61644,-63.228058,-63.02158,-62.816425
-65.124886,-65.14892,-65.17305,-65.36569,-65.55861,-65.29805,-65.039024
-6.460674,-6.0634685,-5.666366,-6.2135444,-6.761785,-6.0190043,-5.276463
-29.97179,-29.980259,-29.989939,-29.92797,-29.86518,-30.358232,-30.851591
71.55617,71.82496,72.09165,71.83265,71.57217,72.168205,72.763405
68.28334,68.52874,68.77324,68.39926,68.024185,68.02376,68.02325
-93.789406,-93.24871,-92.70784,-92.09149,-91.47639,-89.84446,-88.21238
-67.06788,-67.54378,-68.01882,-68.35246,-68.68576,-68.915344,-69.14467
-43.772034,-44.348866,-44.92728,-44.71317,-44.500065,-44.76316,-45.026875
-32.112583,-32.274136,-32.436184,-32.361027,-32.285934,-31.809864,-31.332346
-4.6820035,-5.2424235,-5.8002014,-6.040093,-6.281026,-7.3272543,-8.373076
-40.20651,-39.793224,-39.37918,-39.342094,-39.30747,-39.436874,-39.56737
-16.414389,-16.4577,-16.50045,-16.728615,-16.956322,-17.577372,-18.199423
29.550926,29.992836,30.434383,29.32188,28.207897,28.551516,28.895437
45.999306,45.102055,44.204597,43.858494,43.514526,43.431873,43.35012
31.165234,32.05989,32.954967,33.04766,33.14102,32.142525,31.143867
27.635801,27.896982,28.159266,28.389137,28.62005,28.285814,27.95169
21.289474,21.796778,22.304104,22.436636,22.570988,22.78436,22.99847
-17.740013,-18.224213,-18.7086,-18.378162,-18.048101,-17.962265,-17.875896
35.634666,35.76691,35.90015,35.872955,35.847454,34.633766,33.42045
67.79559,68.29757,68.799484,69.29788,69.795975,69.89392,69.99279
-0.26804617,-0.58533937,-0.9013036,-0.9357856,-0.97045547,-1.045521,-1.1213248
59.81021,60.41874,61.026123,61.102303,61.17759,61.07676,60.977913
70.45168,70.33588,70.21938,70.35432,70.488495,71.270386,72.05296
-1.1997871,-0.988163,-0.776556,-1.2016563,-1.6274033,-0.80955315,0.010049807
-12.027408,-11.8137045,-11.600726,-11.568778,-11.535613,-10.607493,-9.679038
21.59461,21.959312,22.325335,23.118925,23.911266,23.583143,23.25561
-42.413322,-42.834274,-43.25402,-43.215965,-43.177326,-42.55739,-41.937225
-44.314743,-44.05685,-43.798347,-44.121754,-44.443737,-44.360184,-44.277473
43.711052,44.212944,44.715584,45.95602,47.195717,46.999557,46.80211
-10.758486,-10.780576,-10.802794,-11.061094,-11.318501,-11.343094,-11.368418
78.08216,77.566895,77.05441,76.94521,76.835976,76.56688,76.299225
-26.04995,-26.856789,-27.662075,-27.612125,-27.562159,-27.620632,-27.677303
-108.913795,-109.4277,-109.94166,-109.53503,-109.130104,-109.05238,-108.97572
39.682926,40.266476,40.850414,40.025818,39.200443,39.351353,39.501926
121.66665,122.14922,122.632256,121.272736,119.91226,119.79206,119.67225
88.89846,88.34161,87.78566,87.518936,87.25104,87.41319,87.57571
82.8351,83.13118,83.42737,84.34782,85.27087,85.10077,84.92935
40.53754,41.00738,41.475513,41.551678,41.627777,41.352795,41.078102
15.914593,16.499228,17.08201,17.863878,18.646132,17.749765,16.853313
-26.993864,-25.933573,-24.872189,-25.457462,-26.043917,-26.204437,-26.364904
-67.33431,-67.438644,-67.54189,-66.956436,-66.370865,-66.48273,-66.59604
41.750183,42.050232,42.351357,42.616753,42.881805,41.51715,40.151855
6.774216,6.9311414,7.0881963,7.020787,6.954926,7.134932,7.3149266
34.913845,34.684963,34.45544,35.06446,35.674217,35.79618,35.9181
-15.787967,-15.665945,-15.544279,-15.753676,-15.963057,-15.760254,-15.556715
29.408579,29.188858,28.970083,29.768538,30.568857,30.49704,30.426722
-0.56848115,-0.621576,-0.6759631,-0.33045742,0.015551849,0.6708959,1.3262951
82.48965,81.76028,81.03115,81.02256,81.01277,80.84138,80.67135
22.780178,23.262245,23.745823,24.041544,24.337002,23.989069,23.642246
-49.516865,-49.69014,-49.865067,-49.434723,-49.004803,-47.778465,-46.55108
-14.290715,-14.21026,-14.129789,-13.941226,-13.754214,-13.317099,-12.879619
-95.30625,-96.00149,-96.695366,-96.8718,-97.04836,-96.79467,-96.5409
36.57072,36.673508,36.776268,37.003017,37.23014,37.026936,36.821796
49.790318,49.74355,49.697224,49.517067,49.338017,49.239876,49.140415
54.352493,54.453384,54.55399,53.688354,52.82334,52.536736,52.25168
-19.158834,-18.846457,-18.53447,-18.698149,-18.860836,-18.428474,-17.995342
52.544773,53.60804,54.671608,54.58218,54.49135,54.847576,55.203613
-4.5521326,-4.0771112,-3.6028244,-4.046681,-4.489995,-4.226524,-3.9617326
54.19215,54.21907,54.24461,54.396927,54.550423,53.77165,52.993626
62.200665,60.92206,59.64218,59.257515,58.872143,58.56571,58.258278
-23.271378,-23.371742,-23.470894,-23.92783,-24.384476,-24.552021,-24.720398
-55.602463,-55.68019,-55.759857,-55.451855,-55.144684,-55.040657,-54.937157
65.75397,66.50964,67.26472,67.71064,68.155975,67.973564,67.79277
49.33936,49.782665,50.226368,49.313004,48.40083,48.11018,47.82018
61.040916,60.62436,60.207314,60.335453,60.46496,60.661556,60.85704
5.654283,5.1817813,4.7105856,3.9908154,3.2688916,4.6843934,6.0993767
-91.347694,-90.83221,-90.315865,-89.36433,-88.41373,-87.74391,-87.074425
4.851472,4.8063517,4.7619514,5.176933,5.592414,5.985017,6.378747
52.18466,52.92348,53.66353,52.9219,52.179127,52.308987,52.439106
-28.421623,-28.419628,-28.418552,-28.2947,-28.1703,-28.295765,-28.42052
10.27819,10.897956,11.518735,11.923547,12.329613,12.488131,12.648624
-78.81688,-79.210556,-79.602585,-79.20285,-78.80466,-78.150986,-77.49808
4.7210164,5.2886176,5.856004,5.87059,5.884909,5.2641563,4.64311
-15.958915,-16.884563,-17.811445,-17.919537,-18.02766,-17.507444,-16.986727
-18.428139,-19.356125,-20.285948,-20.628187,-20.97122,-21.711811,-22.453049
8.080716,8.113215,8.146505,7.942295,7.737835,7.9279065,8.117101
48.247704,48.686943,49.125507,48.892845,48.661705,48.345646,48.031166
-74.10855,-73.48599,-72.86424,-72.90372,-72.94229,-72.578415,-72.2162
61.408573,61.24514,61.08221,60.596592,60.112404,61.101753,62.094448
-14.46063,-14.6789255,-14.896705,-15.149465,-15.401668,-15.18863,-14.97575
-82.6402,-82.96597,-83.29277,-83.135086,-82.97633,-82.939575,-82.903
-53.001923,-52.59236,-52.182964,-51.705696,-51.227512,-51.768414,-52.309727
99.25099,99.83079,100.41051,99.82605,99.24167,99.223885,99.20694
32.414337,32.30204,32.190342,32.51341,32.83649,33.337505,33.838642
47.7198,47.79314,47.866886,47.79512,47.72361,47.368057,47.012085
-47.760456,-48.611595,-49.46145,-48.914726,-48.36664,-47.738483,-47.11091
-34.7396,-34.5056,-34.270355,-33.839855,-33.40967,-33.01074,-32.61216
32.644375,32.28181,31.919065,31.544321,31.16813,31.73863,32.31042
-33.8855,-34.754066,-35.62243,-35.715393,-35.810814,-36.460808,-37.112183
49.039944,49.180164,49.320866,49.74915,50.177307,50.68508,51.193035
39.610107,39.347935,39.08632,38.80642,38.528145,38.6846,38.839935
